year,month,orig,dest,count
2015,8,E01008963,E01009175,52
2015,8,E01008963,E01009178,87
2015,8,E01008963,E01033562,58
2015,8,E01008964,E01009282,10
2015,8,E01008964,E01009284,11
2015,8,E01008964,E01033562,22
2015,8,E01008965,E01008952,29
2015,8,E01008965,E01009175,73
2015,8,E01008965,E01009178,76
2015,8,E01008965,E01009219,20
2015,8,E01008966,E01008961,10
2015,8,E01008966,E01008966,25
2015,8,E01008966,E01008972,16
2015,8,E01008966,E01009178,35
2015,8,E01008966,E01033615,11
2015,8,E01008968,E01008968,10
2015,8,E01008968,E01008978,10
2015,8,E01008968,E01008981,20
2015,8,E01008968,E01009178,12
2015,8,E01008968,E01010192,15
2015,8,E01008969,E01008935,10
2015,8,E01008969,E01008971,12
2015,8,E01008969,E01009175,17
2015,8,E01008969,E01009178,106
2015,8,E01008969,E01009219,15
2015,8,E01008969,E01033562,37
2015,8,E01008971,E01008971,16
2015,8,E01008971,E01008978,12
2015,8,E01008971,E01008981,32
2015,8,E01008971,E01009178,94
2015,8,E01008971,E01009184,13
2015,8,E01008971,E01033561,33
2015,8,E01008972,E01008963,11
2015,8,E01008972,E01008966,12
2015,8,E01008972,E01008972,34
2015,8,E01008972,E01008973,14
2015,8,E01008972,E01009178,96
2015,8,E01008972,E01009184,12
2015,8,E01008972,E01033561,15
2015,8,E01008973,E01008968,10
2015,8,E01008973,E01008973,18
2015,8,E01008973,E01008975,28
2015,8,E01008973,E01009178,42
2015,8,E01008974,E01008968,18
2015,8,E01008975,E01008961,16
2015,8,E01008975,E01032134,11
2015,8,E01008975,E01033562,14
2015,8,E01008976,E01008971,12
2015,8,E01008976,E01008981,25
2015,8,E01008976,E01009178,49
2015,8,E01008976,E01033561,29
2015,8,E01008977,E01008961,10
2015,8,E01008977,E01008966,10
2015,8,E01008977,E01008968,19
2015,8,E01008977,E01008975,14
2015,8,E01008977,E01009178,38
2015,8,E01008978,E01008971,18
2015,8,E01008978,E01008976,12
2015,8,E01008978,E01008978,19
2015,8,E01008978,E01008979,15
2015,8,E01008978,E01008981,42
2015,8,E01008978,E01009178,68
2015,8,E01008978,E01009184,13
2015,8,E01008978,E01033561,21
2015,8,E01008979,E01008948,33
2015,8,E01008979,E01008976,22
2015,8,E01008979,E01008978,59
2015,8,E01008979,E01008979,29
2015,8,E01008979,E01008981,23
2015,8,E01008979,E01009178,59
2015,8,E01008979,E01009378,16
2015,8,E01008979,E01010192,22
2015,8,E01008979,E01010201,22
2015,8,E01008979,E01033561,19
2015,8,E01008980,E01008948,14
2015,8,E01008980,E01008978,34
2015,8,E01008980,E01009178,24
2015,8,E01008980,E01010201,13
2015,8,E01008980,E01033561,11
2015,8,E01008981,E01008981,26
2015,8,E01008981,E01009178,54
2015,8,E01008981,E01009184,26
2015,8,E01008981,E01009284,14
2015,8,E01008981,E01009378,11
2015,8,E01008981,E01033561,33
2015,8,E01008981,E01033562,173
2015,8,E01008982,E01008990,24
2015,8,E01008982,E01008994,24
2015,8,E01008982,E01009184,19
2015,8,E01008982,E01009219,21
2015,8,E01008982,E01009394,10
2015,8,E01008982,E01033616,18
2015,8,E01008982,E01033620,45
2015,8,E01008982,E01033631,14
2015,8,E01008982,E01033639,16
2015,8,E01008984,E01009184,12
2015,8,E01008984,E01009219,12
2015,8,E01008984,E01009284,11
2015,8,E01008984,E01033615,38
2015,8,E01008984,E01033620,69
2015,8,E01008986,E01009143,24
2015,8,E01008986,E01009921,10
2015,8,E01008986,E01033620,56
2015,8,E01008988,E01009066,24
2015,8,E01008988,E01009143,11
2015,8,E01008988,E01009147,11
2015,8,E01008988,E01009260,11
2015,8,E01008988,E01009921,25
2015,8,E01008988,E01009927,25
2015,8,E01008988,E01010017,12
2015,8,E01008988,E01033620,20
2015,8,E01008989,E01008989,35
2015,8,E01008989,E01009066,16
2015,8,E01008989,E01009143,36
2015,8,E01008989,E01009146,21
2015,8,E01008989,E01009260,17
2015,8,E01008989,E01009733,26
2015,8,E01008989,E01009921,28
2015,8,E01008989,E01009927,34
2015,8,E01008989,E01009928,11
2015,8,E01008989,E01010017,16
2015,8,E01008989,E01033615,48
2015,8,E01008989,E01033617,14
2015,8,E01008989,E01033620,149
2015,8,E01008989,E01033622,10
2015,8,E01008989,E01033627,22
2015,8,E01008990,E01008989,11
2015,8,E01008990,E01008990,24
2015,8,E01008990,E01009066,13
2015,8,E01008990,E01009068,96
2015,8,E01008990,E01009069,106
2015,8,E01008990,E01009072,15
2015,8,E01008990,E01009260,10
2015,8,E01008990,E01009733,16
2015,8,E01008990,E01009921,27
2015,8,E01008990,E01009927,16
2015,8,E01008990,E01033620,66
2015,8,E01008990,E01033639,14
2015,8,E01008991,E01009143,12
2015,8,E01008991,E01033615,14
2015,8,E01008991,E01033620,48
2015,8,E01008992,E01008990,12
2015,8,E01008992,E01008994,39
2015,8,E01008992,E01009146,25
2015,8,E01008992,E01033562,13
2015,8,E01008992,E01033617,21
2015,8,E01008992,E01033620,234
2015,8,E01008992,E01033627,41
2015,8,E01008992,E01033639,39
2015,8,E01008994,E01008990,13
2015,8,E01008994,E01008994,22
2015,8,E01008994,E01009068,10
2015,8,E01008994,E01009069,37
2015,8,E01008994,E01009146,16
2015,8,E01008994,E01009153,24
2015,8,E01008994,E01033562,14
2015,8,E01008994,E01033615,11
2015,8,E01008994,E01033620,95
2015,8,E01008994,E01033627,11
2015,8,E01008994,E01033631,30
2015,8,E01008994,E01033639,27
2015,8,E01008995,E01009219,24
2015,8,E01008995,E01009284,11
2015,8,E01008995,E01033615,40
2015,8,E01008995,E01033616,16
2015,8,E01008995,E01033620,72
2015,8,E01008995,E01033640,15
2015,8,E01008996,E01008994,16
2015,8,E01008997,E01033615,12
2015,8,E01008997,E01033616,10
2015,8,E01008997,E01033620,21
2015,8,E01008998,E01009013,48
2015,8,E01009000,E01009007,58
2015,8,E01009000,E01009098,11
2015,8,E01009000,E01009401,10
2015,8,E01009000,E01009449,23
2015,8,E01009000,E01033617,14
2015,8,E01009000,E01033620,53
2015,8,E01009000,E01033632,10
2015,8,E01009001,E01009001,15
2015,8,E01009001,E01009006,29
2015,8,E01009001,E01009007,127
2015,8,E01009001,E01009449,46
2015,8,E01009002,E01009007,187
2015,8,E01009002,E01009202,10
2015,8,E01009002,E01009449,24
2015,8,E01009002,E01033620,12
2015,8,E01009003,E01009003,19
2015,8,E01009003,E01009007,65
2015,8,E01009003,E01009101,14
2015,8,E01009003,E01033617,17
2015,8,E01009003,E01033620,29
2015,8,E01009005,E01009007,10
2015,8,E01009005,E01009098,13
2015,8,E01009005,E01009101,25
2015,8,E01009006,E01009007,65
2015,8,E01009006,E01009449,15
2015,8,E01009007,E01008881,12
2015,8,E01009007,E01009000,29
2015,8,E01009007,E01009002,20
2015,8,E01009007,E01009003,10
2015,8,E01009007,E01009006,10
2015,8,E01009007,E01009007,195
2015,8,E01009007,E01009008,10
2015,8,E01009007,E01009086,13
2015,8,E01009007,E01009090,56
2015,8,E01009007,E01009098,64
2015,8,E01009007,E01009100,16
2015,8,E01009007,E01009101,61
2015,8,E01009007,E01009102,25
2015,8,E01009007,E01009104,12
2015,8,E01009007,E01009123,32
2015,8,E01009007,E01009132,13
2015,8,E01009007,E01009136,14
2015,8,E01009007,E01009201,11
2015,8,E01009007,E01009202,14
2015,8,E01009007,E01009228,14
2015,8,E01009007,E01009230,59
2015,8,E01009007,E01009231,93
2015,8,E01009007,E01009401,28
2015,8,E01009007,E01009403,38
2015,8,E01009007,E01009404,12
2015,8,E01009007,E01009405,12
2015,8,E01009007,E01009406,25
2015,8,E01009007,E01009449,195
2015,8,E01009007,E01009462,37
2015,8,E01009007,E01009474,18
2015,8,E01009007,E01009509,11
2015,8,E01009007,E01010125,12
2015,8,E01009007,E01033561,11
2015,8,E01009007,E01033617,53
2015,8,E01009007,E01033620,94
2015,8,E01009007,E01033632,54
2015,8,E01009009,E01009003,15
2015,8,E01009009,E01009007,38
2015,8,E01009011,E01009007,74
2015,8,E01009011,E01009098,32
2015,8,E01009011,E01009101,15
2015,8,E01009011,E01009449,28
2015,8,E01009011,E01033620,23
2015,8,E01009013,E01009051,13
2015,8,E01009013,E01009053,16
2015,8,E01009013,E01009408,32
2015,8,E01009013,E01009410,14
2015,8,E01009015,E01009015,45
2015,8,E01009015,E01009016,21
2015,8,E01009015,E01009018,35
2015,8,E01009015,E01009019,17
2015,8,E01009015,E01009020,12
2015,8,E01009015,E01009021,11
2015,8,E01009015,E01009026,14
2015,8,E01009015,E01009033,21
2015,8,E01009015,E01009043,22
2015,8,E01009015,E01009044,22
2015,8,E01009015,E01009184,17
2015,8,E01009015,E01009371,16
2015,8,E01009015,E01009378,16
2015,8,E01009015,E01009393,14
2015,8,E01009015,E01010178,16
2015,8,E01009015,E01010195,10
2015,8,E01009015,E01010201,38
2015,8,E01009015,E01010204,14
2015,8,E01009015,E01010206,12
2015,8,E01009015,E01033615,16
2015,8,E01009015,E01033620,39
2015,8,E01009016,E01009018,50
2015,8,E01009016,E01009043,21
2015,8,E01009016,E01009044,48
2015,8,E01009016,E01009184,11
2015,8,E01009016,E01009382,15
2015,8,E01009016,E01009393,22
2015,8,E01009016,E01033615,12
2015,8,E01009016,E01033620,17
2015,8,E01009018,E01008881,24
2015,8,E01009018,E01008886,24
2015,8,E01009018,E01008887,12
2015,8,E01009018,E01008933,11
2015,8,E01009018,E01009015,70
2015,8,E01009018,E01009016,17
2015,8,E01009018,E01009018,98
2015,8,E01009018,E01009019,11
2015,8,E01009018,E01009029,14
2015,8,E01009018,E01009043,27
2015,8,E01009018,E01009044,31
2015,8,E01009018,E01009175,12
2015,8,E01009018,E01009178,15
2015,8,E01009018,E01009184,10
2015,8,E01009018,E01009382,10
2015,8,E01009018,E01009393,18
2015,8,E01009018,E01009481,15
2015,8,E01009018,E01009515,12
2015,8,E01009018,E01010192,13
2015,8,E01009018,E01010195,32
2015,8,E01009018,E01010201,27
2015,8,E01009018,E01010206,11
2015,8,E01009018,E01033615,14
2015,8,E01009018,E01033620,28
2015,8,E01009019,E01008894,10
2015,8,E01009019,E01009015,245
2015,8,E01009019,E01009018,17
2015,8,E01009019,E01009019,10
2015,8,E01009019,E01010195,23
2015,8,E01009019,E01010201,19
2015,8,E01009019,E01033620,14
2015,8,E01009020,E01009015,23
2015,8,E01009021,E01009015,61
2015,8,E01009021,E01009016,13
2015,8,E01009021,E01033615,13
2015,8,E01009024,E01009015,82
2015,8,E01009024,E01009018,19
2015,8,E01009024,E01009033,13
2015,8,E01009024,E01010195,24
2015,8,E01009024,E01010201,20
2015,8,E01009024,E01033620,15
2015,8,E01009025,E01009015,79
2015,8,E01009025,E01010195,11
2015,8,E01009026,E01033620,12
2015,8,E01009029,E01009018,35
2015,8,E01009029,E01033620,14
2015,8,E01009030,E01009018,68
2015,8,E01009030,E01009029,11
2015,8,E01009030,E01009178,10
2015,8,E01009030,E01010192,21
2015,8,E01009030,E01010201,22
2015,8,E01009031,E01009382,12
2015,8,E01009031,E01009393,27
2015,8,E01009031,E01010192,33
2015,8,E01009031,E01010198,10
2015,8,E01009031,E01010201,48
2015,8,E01009031,E01010206,13
2015,8,E01009031,E01033620,19
2015,8,E01009032,E01010192,18
2015,8,E01009032,E01010201,17
2015,8,E01009032,E01010206,11
2015,8,E01009033,E01009015,69
2015,8,E01009033,E01009018,14
2015,8,E01009033,E01009033,12
2015,8,E01009033,E01010195,118
2015,8,E01009033,E01010201,115
2015,8,E01009033,E01010204,12
2015,8,E01009033,E01010206,36
2015,8,E01009033,E01033620,16
2015,8,E01009034,E01009034,11
2015,8,E01009034,E01009178,15
2015,8,E01009034,E01009371,10
2015,8,E01009034,E01009382,15
2015,8,E01009034,E01009393,19
2015,8,E01009034,E01010192,60
2015,8,E01009034,E01010200,10
2015,8,E01009034,E01010201,49
2015,8,E01009034,E01010203,10
2015,8,E01009034,E01010206,33
2015,8,E01009034,E01033562,25
2015,8,E01009034,E01033615,11
2015,8,E01009034,E01033620,23
2015,8,E01009035,E01009015,25
2015,8,E01009035,E01009044,12
2015,8,E01009035,E01009045,10
2015,8,E01009035,E01009393,14
2015,8,E01009035,E01010192,15
2015,8,E01009035,E01010201,12
2015,8,E01009035,E01010206,11
2015,8,E01009036,E01009036,14
2015,8,E01009036,E01009045,11
2015,8,E01009036,E01009178,12
2015,8,E01009036,E01009393,17
2015,8,E01009036,E01010192,117
2015,8,E01009036,E01010200,24
2015,8,E01009036,E01010201,103
2015,8,E01009036,E01010203,19
2015,8,E01009036,E01010206,40
2015,8,E01009036,E01032589,29
2015,8,E01009036,E01033562,21
2015,8,E01009036,E01033620,21
2015,8,E01009037,E01009178,30
2015,8,E01009037,E01010192,34
2015,8,E01009037,E01010200,10
2015,8,E01009037,E01010201,41
2015,8,E01009037,E01010206,27
2015,8,E01009037,E01033562,13
2015,8,E01009039,E01010201,11
2015,8,E01009039,E01033620,12
2015,8,E01009040,E01010192,12
2015,8,E01009040,E01010201,24
2015,8,E01009040,E01033615,12
2015,8,E01009041,E01009041,13
2015,8,E01009041,E01009382,10
2015,8,E01009041,E01009393,12
2015,8,E01009041,E01010192,39
2015,8,E01009041,E01010200,15
2015,8,E01009041,E01010201,83
2015,8,E01009041,E01010206,29
2015,8,E01009041,E01032590,12
