lsoa11cd,measure,value
E01010423,2012,341
E01010424,2012,350
E01010425,2012,319
E01010426,2012,354
E01010427,2012,416
E01010428,2012,186
E01010429,2012,237
E01010430,2012,273
E01010431,2012,324
E01010432,2012,335
E01010433,2012,266
E01010434,2012,355
E01010435,2012,219
E01010436,2012,402
E01010437,2012,243
E01010438,2012,451
E01010439,2012,352
E01010440,2012,409
E01010441,2012,291
E01010442,2012,297
E01010443,2012,234
E01010444,2012,385
E01010445,2012,178
E01010446,2012,401
E01010447,2012,428
E01010448,2012,351
E01010449,2012,321
E01010450,2012,391
E01010451,2012,225
E01010452,2012,270
E01010453,2012,289
E01010454,2012,260
E01010455,2012,294
E01010456,2012,118
E01010457,2012,373
E01010458,2012,401
E01010459,2012,328
E01010460,2012,393
E01010461,2012,350
E01010462,2012,284
E01010463,2012,236
E01010464,2012,407
E01010465,2012,232
E01010466,2012,154
E01010467,2012,398
E01010468,2012,336
E01010469,2012,283
E01010470,2012,270
E01010471,2012,252
E01010472,2012,218
E01010473,2012,240
E01010474,2012,401
E01010475,2012,303
E01010476,2012,242
E01010477,2012,254
E01010478,2012,136
E01010479,2012,277
E01010480,2012,162
E01010481,2012,299
E01010482,2012,277
E01010483,2012,189
E01010484,2012,192
E01010485,2012,174
E01010486,2012,181
E01010487,2012,338
E01010488,2012,446
E01010489,2012,443
E01010490,2012,371
E01010491,2012,360
E01010492,2012,291
E01010493,2012,331
E01010494,2012,379
E01010495,2012,424
E01010496,2012,272
E01010497,2012,217
E01010498,2012,238
E01010499,2012,261
E01010500,2012,186
E01010501,2012,320
E01010502,2012,263
E01010503,2012,227
E01010504,2012,522
E01010505,2012,371
E01010506,2012,211
E01010507,2012,546
E01010508,2012,188
E01010509,2012,384
E01010510,2012,269
E01010511,2012,218
E01010512,2012,296
E01010513,2012,578
E01010514,2012,305
E01010515,2012,371
E01010516,2012,341
E01010517,2012,332
E01010518,2012,447
E01010519,2012,380
E01010520,2012,450
E01010521,2012,172
E01010522,2012,143
E01010523,2012,223
E01010524,2012,216
E01010525,2012,144
E01010526,2012,110
E01010527,2012,237
E01010528,2012,151
E01010529,2012,171
E01010530,2012,184
E01010531,2012,428
E01010532,2012,352
E01010533,2012,325
E01010534,2012,224
E01010535,2012,324
E01010536,2012,500
E01010537,2012,523
E01010538,2012,343
E01010539,2012,278
E01010540,2012,549
E01010541,2012,216
E01010542,2012,277
E01010543,2012,189
E01010544,2012,460
E01010545,2012,321
E01010546,2012,545
E01010547,2012,588
E01010548,2012,576
E01010549,2012,392
E01010550,2012,541
E01010551,2012,532
E01010552,2012,496
E01010553,2012,502
E01010554,2012,464
E01010555,2012,387
E01010556,2012,321
E01010557,2012,494
E01010558,2012,546
E01010559,2012,407
E01010560,2012,449
E01010561,2012,433
E01010562,2012,424
E01010563,2012,314
E01010564,2012,235
E01010565,2012,463
E01010566,2012,399
E01010567,2012,355
E01032527,2012,277
E01032528,2012,388
E01032529,2012,302
E01032530,2012,467
E01032531,2012,434
E01032532,2012,394
E01032533,2012,301
E01032534,2012,432
E01032535,2012,254
E01032536,2012,298
E01032537,2012,475
E01032538,2012,357
E01032587,2012,215
E01032589,2012,336
E01032590,2012,350
E01032591,2012,303
E01032592,2012,440
E01032885,2012,49
E01032886,2012,217
E01032887,2012,411
E01032888,2012,530
E01032889,2012,325
E01033058,2012,569
E01033187,2012,327
E01033557,2012,31
E01033559,2012,13
E01033561,2012,116
E01033562,2012,388
E01033564,2012,37
E01033565,2012,18
E01033567,2012,16
E01033615,2012,13
E01033616,2012,94
E01033617,2012,6
E01033618,2012,38
E01033619,2012,55
E01033620,2012,22
E01033621,2012,326
E01033622,2012,51
E01033623,2012,29
E01033624,2012,113
E01033625,2012,26
E01033626,2012,75
E01033627,2012,120
E01033628,2012,298
E01033629,2012,525
E01033630,2012,58
E01033631,2012,413
E01033632,2012,406
E01033633,2012,404
E01033634,2012,60
E01033635,2012,305
E01033636,2012,380
E01033637,2012,347
E01033638,2012,179
E01033639,2012,108
E01033640,2012,100
E01033641,2012,301
E01033642,2012,295
E01033643,2012,304
E01033644,2012,265
E01033645,2012,348
E01033646,2012,237
E01033647,2012,126
E01033648,2012,271
E01033649,2012,122
E01033650,2012,287
E01008881,2013,298.5
E01008882,2013,234.5
E01008883,2013,221.5
E01008884,2013,168.5
E01008885,2013,235.5
E01008886,2013,314
E01008887,2013,226
E01008888,2013,276.5
E01008889,2013,311
E01008890,2013,238
E01008891,2013,302.5
E01008892,2013,180.5
E01008893,2013,252.5
E01008894,2013,397.5
E01008895,2013,217
E01008896,2013,186.5
E01008897,2013,278.5
E01008898,2013,198
E01008899,2013,157.5
E01008901,2013,226
E01008905,2013,139
E01008906,2013,144.5
E01008907,2013,188.5
E01008909,2013,104.5
E01008910,2013,116.5
E01008911,2013,88
E01008913,2013,297
E01008914,2013,111.5
E01008915,2013,139
E01008916,2013,118.5
E01008917,2013,246
E01008918,2013,341
E01008919,2013,320.5
E01008920,2013,296.5
E01008921,2013,309
E01008923,2013,294.5
E01008924,2013,381.5
E01008925,2013,314.5
E01008927,2013,259
E01008928,2013,327
E01008929,2013,272
E01008930,2013,183.5
E01008931,2013,258
E01008932,2013,288
E01008933,2013,248
E01008934,2013,343.5
E01008935,2013,284
E01008936,2013,355
E01008937,2013,308
E01008938,2013,240.5
E01008939,2013,292
E01008940,2013,296.5
E01008941,2013,265
E01008942,2013,210
E01008943,2013,242
E01008944,2013,319.5
E01008945,2013,274.5
E01008946,2013,322.5
E01008947,2013,251
E01008948,2013,373.5
E01008949,2013,256.5
E01008950,2013,476.5
E01008951,2013,260
E01008952,2013,152
E01008953,2013,252.5
E01008954,2013,431.5
E01008955,2013,229
E01008956,2013,295
E01008957,2013,205
E01008958,2013,454.5
E01008959,2013,516
E01008960,2013,219.5
E01008961,2013,357.5
E01008962,2013,274
E01008963,2013,216
E01008964,2013,329.5
E01008965,2013,291
E01008966,2013,237
E01008967,2013,436
E01008968,2013,393
E01008969,2013,323
E01008970,2013,285.5
E01008971,2013,344.5
E01008972,2013,298
E01008973,2013,352
E01008974,2013,372
E01008975,2013,367.5
E01008976,2013,343
E01008977,2013,258
E01008978,2013,232.5
E01008979,2013,362
E01008980,2013,302
E01008981,2013,364
E01008982,2013,180
E01008984,2013,249
E01008986,2013,196
E01008987,2013,201.5
E01008988,2013,163.5
E01008989,2013,316.5
E01008990,2013,229.5
E01008991,2013,423
E01008992,2013,259.5
E01008994,2013,312.5
E01008995,2013,236.5
E01008996,2013,252.5
E01008997,2013,305
E01008998,2013,229.5
E01008999,2013,236
E01009000,2013,319.5
E01009001,2013,386.5
E01009002,2013,208
E01009003,2013,489
E01009005,2013,306
E01009006,2013,221
E01009007,2013,209.5
E01009008,2013,361.5
E01009009,2013,342.5
E01009011,2013,413
E01009012,2013,269
E01009013,2013,264
E01009014,2013,232
E01009015,2013,327.5
E01009016,2013,380.5
E01009017,2013,239.5
E01009018,2013,386.5
E01009019,2013,217
E01009020,2013,241.5
E01009021,2013,207.5
E01009022,2013,253
E01009023,2013,264
E01009024,2013,222
E01009025,2013,197
E01009026,2013,187
E01009028,2013,202
E01009029,2013,212
E01009030,2013,246
E01009031,2013,345
E01009032,2013,360
E01009033,2013,195
E01009034,2013,366
E01009035,2013,306
E01009036,2013,351
E01009037,2013,446.5
E01009039,2013,348.5
E01009040,2013,336
E01009041,2013,301
E01009042,2013,229
E01009043,2013,300
E01009044,2013,207
E01009045,2013,309
E01009046,2013,395
E01009047,2013,214.5
E01009048,2013,184
E01009049,2013,247.5
E01009050,2013,200.5
E01009051,2013,150.5
E01009053,2013,118.5
E01009054,2013,214
E01009056,2013,214
E01009057,2013,210.5
E01009058,2013,145
E01009059,2013,172
E01009060,2013,151
E01009061,2013,200.5
E01009062,2013,135.5
E01009064,2013,242.5
E01009065,2013,288.5
E01009066,2013,359
E01009067,2013,310
E01009068,2013,225.5
E01009069,2013,263.5
E01009070,2013,383.5
E01009071,2013,412.5
E01009072,2013,255
E01009073,2013,156
E01009074,2013,182
E01009075,2013,330.5
E01009077,2013,402
E01009078,2013,194
E01009079,2013,210.5
E01009080,2013,77
E01009081,2013,191
E01009082,2013,236.5
E01009083,2013,232
E01009084,2013,240.5
E01009085,2013,273.5
E01009086,2013,305
E01009087,2013,339
E01009088,2013,465.5
E01009089,2013,262
E01009090,2013,310
E01009091,2013,334
E01009092,2013,184
E01009093,2013,186.5
E01009094,2013,174.5
E01009095,2013,261
E01009096,2013,368.5
E01009097,2013,383.5
E01009098,2013,393
E01009099,2013,239
E01009100,2013,357
E01009101,2013,380.5
E01009102,2013,239.5
E01009103,2013,327.5
E01009104,2013,241
E01009105,2013,354.5
E01009106,2013,327
E01009107,2013,256.5
E01009108,2013,382.5
E01009109,2013,91
E01009110,2013,254
E01009111,2013,269.5
E01009112,2013,419
E01009113,2013,303.5
E01009114,2013,361
E01009115,2013,351
E01009116,2013,453
E01009117,2013,248
E01009118,2013,369.5
E01009119,2013,406
E01009120,2013,326
E01009121,2013,377.5
E01009122,2013,279.5
E01009123,2013,247.5
E01009124,2013,109.5
E01009125,2013,280.5
E01009126,2013,249
E01009127,2013,193
E01009128,2013,195
E01009129,2013,177
E01009130,2013,238
E01009131,2013,175
E01009132,2013,210.5
E01009133,2013,241
E01009134,2013,324.5
E01009135,2013,375
E01009136,2013,434
E01009137,2013,224
E01009138,2013,217
E01009139,2013,196.5
E01009140,2013,293.5
E01009141,2013,237.5
E01009143,2013,156.5
E01009145,2013,248.5
E01009146,2013,158.5
E01009147,2013,263
E01009151,2013,192
E01009152,2013,207
E01009153,2013,234
E01009155,2013,268
E01009157,2013,276
E01009158,2013,259
E01009159,2013,314
E01009160,2013,208
E01009161,2013,326
E01009162,2013,339
E01009163,2013,306.5
E01009164,2013,321
E01009165,2013,204
E01009166,2013,207
E01009167,2013,247.5
E01009168,2013,336.5
E01009169,2013,284
E01009170,2013,326.5
E01009171,2013,285.5
E01009172,2013,234
E01009173,2013,194.5
E01009174,2013,215.5
E01009175,2013,181.5
E01009176,2013,385.5
E01009177,2013,197.5
E01009178,2013,213.5
E01009179,2013,326.5
E01009182,2013,219.5
E01009183,2013,288
E01009184,2013,286.5
E01009185,2013,403
E01009186,2013,292.5
E01009187,2013,340.5
E01009188,2013,248.5
E01009189,2013,260.5
E01009192,2013,241
E01009194,2013,247.5
E01009195,2013,211
E01009197,2013,123.5
E01009198,2013,83.5
E01009199,2013,112
E01009200,2013,110
E01009201,2013,289
E01009202,2013,187
E01009203,2013,206.5
E01009204,2013,152.5
E01009205,2013,344.5
E01009206,2013,391
E01009207,2013,364.5
E01009208,2013,324
E01009209,2013,424
E01009210,2013,331.5
E01009211,2013,281
E01009212,2013,323
E01009213,2013,442.5
E01009214,2013,280.5
E01009215,2013,368
E01009216,2013,416
E01009217,2013,376.5
E01009218,2013,421.5
E01009219,2013,278
E01009220,2013,265.5
E01009221,2013,312
E01009222,2013,199
E01009223,2013,334
E01009224,2013,391
E01009225,2013,455
E01009226,2013,303
E01009227,2013,329.5
E01009228,2013,330.5
E01009229,2013,313
E01009230,2013,334.5
E01009231,2013,468.5
E01009232,2013,383
E01009233,2013,249
E01009234,2013,190
E01009235,2013,328.5
E01009236,2013,313
E01009237,2013,283.5
E01009238,2013,415
E01009239,2013,161
E01009240,2013,276.5
E01009241,2013,269
E01009242,2013,261
E01009243,2013,355
E01009244,2013,254.5
E01009245,2013,314
E01009246,2013,354
E01009247,2013,257
E01009248,2013,274.5
E01009249,2013,317
E01009250,2013,389.5
E01009251,2013,312
E01009252,2013,318.5
E01009253,2013,338.5
E01009254,2013,329
E01009255,2013,271.5
E01009256,2013,258.5
E01009257,2013,249
E01009258,2013,305.5
E01009259,2013,264.5
E01009260,2013,475
E01009261,2013,384.5
E01009262,2013,251.5
E01009263,2013,240
E01009264,2013,134
E01009265,2013,263.5
E01009266,2013,201.5
E01009267,2013,412.5
E01009268,2013,233.5
E01009269,2013,164
E01009270,2013,191.5
E01009271,2013,181.5
E01009272,2013,156.5
E01009273,2013,257.5
E01009274,2013,251.5
E01009275,2013,178
E01009276,2013,287
E01009278,2013,245
E01009279,2013,221
E01009280,2013,220.5
E01009281,2013,440.5
E01009282,2013,218
E01009283,2013,211.5
E01009284,2013,164.5
E01009286,2013,82
E01009288,2013,410.5
E01009289,2013,54.5
E01009290,2013,63
E01009291,2013,209.5
E01009292,2013,292.5
E01009293,2013,222.5
E01009294,2013,343.5
E01009295,2013,347
E01009296,2013,144.5
E01009297,2013,404
E01009298,2013,150
E01009299,2013,267
E01009300,2013,229
E01009301,2013,287
E01009302,2013,482
E01009303,2013,307
E01009304,2013,354.5
E01009305,2013,228.5
E01009306,2013,429
E01009307,2013,343
E01009308,2013,296.5
E01009309,2013,341.5
E01009310,2013,319
E01009311,2013,205
E01009312,2013,338.5
E01009313,2013,349
E01009314,2013,376
E01009315,2013,492
E01009316,2013,345.5
E01009317,2013,337.5
E01009318,2013,346
E01009319,2013,338
E01009320,2013,366
E01009321,2013,336.5
E01009322,2013,231.5
E01009323,2013,268.5
E01009324,2013,438.5
E01009325,2013,156.5
E01009326,2013,181.5
E01009327,2013,149.5
E01009328,2013,267
E01009329,2013,215.5
E01009331,2013,202
E01009332,2013,178.5
E01009333,2013,122
E01009334,2013,262
E01009335,2013,186.5
E01009337,2013,143
E01009338,2013,154.5
E01009339,2013,186
E01009340,2013,218.5
E01009341,2013,177
E01009342,2013,252
E01009343,2013,152.5
E01009344,2013,125
E01009345,2013,311
E01009346,2013,122.5
E01009347,2013,220
E01009348,2013,254
E01009349,2013,144.5
E01009350,2013,160
E01009351,2013,170.5
E01009352,2013,192
E01009353,2013,203.5
E01009354,2013,215
E01009355,2013,180
E01009358,2013,179
E01009359,2013,204
E01009360,2013,224.5
E01009361,2013,230.5
E01009362,2013,99.5
E01009363,2013,214
E01009364,2013,110.5
E01009365,2013,182.5
E01009366,2013,200
E01009367,2013,178
E01009368,2013,137.5
E01009371,2013,135.5
E01009372,2013,123
E01009373,2013,145
E01009374,2013,168
E01009375,2013,178.5
E01009376,2013,154.5
E01009377,2013,158
E01009378,2013,223.5
E01009379,2013,321.5
E01009380,2013,155
E01009382,2013,204.5
E01009383,2013,154
E01009384,2013,190
E01009385,2013,223.5
E01009389,2013,263.5
E01009390,2013,178
E01009391,2013,135.5
E01009392,2013,209.5
E01009393,2013,135
E01009394,2013,247.5
E01009395,2013,218.5
E01009396,2013,202
E01009397,2013,143
E01009399,2013,119.5
E01009400,2013,219
E01009401,2013,179.5
E01009403,2013,223.5
E01009404,2013,221
E01009405,2013,264
E01009406,2013,325
E01009407,2013,273.5
E01009408,2013,236.5
E01009409,2013,275.5
E01009410,2013,385.5
E01009411,2013,270
E01009412,2013,261.5
E01009413,2013,226.5
E01009414,2013,159
E01009415,2013,472.5
E01009416,2013,396.5
E01009417,2013,381.5
E01009418,2013,402.5
E01009419,2013,390.5
E01009420,2013,362
E01009421,2013,532.5
E01009422,2013,598
E01009423,2013,463
E01009424,2013,378
E01009425,2013,622
E01009426,2013,492.5
E01009427,2013,431.5
E01009428,2013,577.5
E01009429,2013,438.5
E01009430,2013,492.5
E01009431,2013,411.5
E01009432,2013,340.5
E01009433,2013,561
E01009434,2013,239
E01009435,2013,284
E01009436,2013,379
E01009437,2013,516
E01009438,2013,323.5
E01009439,2013,440
E01009440,2013,463
E01009441,2013,336.5
E01009442,2013,427
E01009443,2013,283.5
E01009444,2013,469
E01009445,2013,238.5
E01009446,2013,445.5
E01009447,2013,348
E01009448,2013,335.5
E01009449,2013,430.5
E01009450,2013,403
E01009451,2013,244.5
E01009452,2013,409
E01009453,2013,260.5
E01009454,2013,314.5
E01009455,2013,335.5
E01009456,2013,357.5
E01009457,2013,518.5
E01009458,2013,599.5
E01009459,2013,438.5
E01009460,2013,329.5
E01009461,2013,375.5
E01009462,2013,382
E01009463,2013,544.5
E01009464,2013,358.5
E01009465,2013,265.5
E01009466,2013,416
E01009467,2013,439
E01009468,2013,476.5
E01009469,2013,435.5
E01009470,2013,385.5
E01009471,2013,473.5
E01009472,2013,420
E01009473,2013,326.5
E01009474,2013,324.5
E01009475,2013,185.5
E01009476,2013,193
E01009477,2013,182
E01009478,2013,185.5
E01009479,2013,215
E01009480,2013,190.5
E01009481,2013,278
E01009482,2013,132
E01009483,2013,142.5
E01009484,2013,140
E01009485,2013,157
E01009486,2013,208.5
E01009487,2013,250.5
E01009488,2013,224.5
E01009489,2013,151
E01009490,2013,219.5
E01009491,2013,172
E01009492,2013,173.5
E01009493,2013,129
E01009494,2013,227
E01009495,2013,233
E01009496,2013,431
E01009497,2013,305.5
E01009498,2013,215.5
E01009499,2013,246
E01009500,2013,241
E01009501,2013,210.5
E01009502,2013,270.5
E01009503,2013,232
E01009504,2013,470.5
E01009505,2013,296.5
E01009506,2013,478
E01009507,2013,313
E01009508,2013,295
E01009509,2013,233.5
E01009510,2013,427
E01009511,2013,221.5
E01009512,2013,275.5
E01009513,2013,213
E01009514,2013,305
E01009515,2013,438.5
E01009516,2013,261.5
E01009517,2013,268
E01009518,2013,375.5
E01009519,2013,335
E01009520,2013,374
E01009521,2013,308
E01009522,2013,418.5
E01009523,2013,571.5
E01009524,2013,410
E01009525,2013,366
E01009526,2013,390
E01009527,2013,243.5
E01009528,2013,511.5
E01009529,2013,290
E01009530,2013,251
E01009531,2013,488.5
E01009532,2013,352.5
E01009535,2013,483.5
E01009536,2013,453
E01009537,2013,336.5
E01009538,2013,271.5
E01009539,2013,217
E01009540,2013,187
E01009541,2013,401
E01009542,2013,287.5
E01009543,2013,193
E01009544,2013,417
E01009548,2013,335.5
E01009549,2013,438
E01009550,2013,321.5
E01009552,2013,429
E01009553,2013,177.5
E01009554,2013,274.5
E01009555,2013,406.5
E01009556,2013,321.5
E01009557,2013,462
E01009558,2013,230.5
E01009559,2013,485
E01009560,2013,421.5
E01009561,2013,457.5
E01009562,2013,512
E01009563,2013,431
E01009564,2013,162
E01009565,2013,211
E01009566,2013,103.5
E01009567,2013,207
E01009568,2013,202.5
E01009569,2013,132.5
E01009570,2013,201.5
E01009571,2013,215.5
E01009572,2013,137.5
E01009573,2013,142.5
E01009574,2013,180
E01009575,2013,149.5
E01009576,2013,305
E01009577,2013,175
E01009578,2013,310
E01009579,2013,247
E01009580,2013,357.5
E01009581,2013,307
E01009582,2013,368.5
E01009583,2013,359
E01009584,2013,329
E01009585,2013,65
E01009586,2013,372.5
E01009587,2013,227
E01009588,2013,325
E01009589,2013,238.5
E01009590,2013,333.5
E01009591,2013,217
E01009592,2013,189.5
E01009593,2013,373.5
E01009594,2013,307
E01009596,2013,204
E01009597,2013,294.5
E01009598,2013,456
E01009599,2013,373.5
E01009604,2013,231
E01009605,2013,261.5
E01009606,2013,251
E01009607,2013,231.5
E01009608,2013,263.5
E01009609,2013,253
E01009610,2013,248.5
E01009611,2013,171
E01009612,2013,191
E01009613,2013,246.5
E01009614,2013,270
E01009615,2013,300.5
E01009616,2013,247
E01009617,2013,252
E01009618,2013,266
E01009619,2013,242
E01009620,2013,325
E01009621,2013,245.5
E01009622,2013,307.5
E01009623,2013,263.5
E01009624,2013,229
E01009625,2013,339.5
E01009626,2013,247
E01009627,2013,270.5
E01009628,2013,317.5
E01009629,2013,282.5
E01009630,2013,229
E01009631,2013,210
E01009632,2013,266
E01009633,2013,147.5
E01009634,2013,162
E01009635,2013,128
E01009636,2013,152
E01009637,2013,125
E01009638,2013,137.5
E01009639,2013,195
E01009640,2013,134
E01009641,2013,161.5
E01009642,2013,173
E01009643,2013,264.5
E01009644,2013,343.5
E01009645,2013,239.5
E01009646,2013,240
E01009647,2013,371.5
E01009648,2013,277
E01009649,2013,285.5
E01009650,2013,164
E01009651,2013,218
E01009652,2013,390
E01009653,2013,356
E01009654,2013,247
E01009655,2013,267
E01009656,2013,318.5
E01009657,2013,269.5
E01009658,2013,268
E01009659,2013,186.5
E01009660,2013,256
E01009661,2013,159.5
E01009662,2013,262
E01009663,2013,469.5
E01009664,2013,224.5
E01009665,2013,401.5
E01009666,2013,305
E01009667,2013,557.5
E01009668,2013,280.5
E01009669,2013,222.5
E01009670,2013,356.5
E01009671,2013,300.5
E01009672,2013,659
E01009674,2013,235
E01009676,2013,255.5
E01009679,2013,280
E01009681,2013,329.5
E01009682,2013,322.5
E01009683,2013,198
E01009684,2013,305.5
E01009685,2013,364.5
E01009686,2013,320.5
E01009687,2013,245
E01009688,2013,177.5
E01009689,2013,119
E01009690,2013,174
E01009691,2013,142.5
E01009692,2013,488.5
E01009693,2013,401
E01009694,2013,421
E01009695,2013,608.5
E01009696,2013,521.5
E01009697,2013,413
E01009698,2013,411
E01009699,2013,409.5
E01009700,2013,247.5
E01009701,2013,324
E01009702,2013,246.5
E01009703,2013,293
E01009704,2013,362.5
E01009705,2013,407.5
E01009706,2013,442
E01009707,2013,319
E01009708,2013,394.5
E01009709,2013,129
E01009710,2013,331
E01009711,2013,406.5
E01009712,2013,271
E01009713,2013,261.5
E01009714,2013,254.5
E01009715,2013,255.5
E01009716,2013,296.5
E01009717,2013,311
E01009718,2013,371.5
E01009719,2013,312
E01009720,2013,242
E01009721,2013,484.5
E01009722,2013,392.5
E01009723,2013,237.5
E01009724,2013,290
E01009725,2013,238
E01009726,2013,298
E01009727,2013,229
E01009728,2013,303.5
E01009729,2013,383
E01009730,2013,186
E01009731,2013,241
E01009732,2013,422.5
E01009733,2013,325
E01009734,2013,418.5
E01009735,2013,329
E01009736,2013,434.5
E01009737,2013,415
E01009738,2013,334
E01009739,2013,317.5
E01009740,2013,197.5
E01009741,2013,323.5
E01009742,2013,338.5
E01009743,2013,315
E01009744,2013,329.5
E01009745,2013,403
E01009746,2013,351
E01009747,2013,207
E01009748,2013,303.5
E01009749,2013,396
E01009750,2013,376.5
E01009751,2013,317
E01009752,2013,257
E01009753,2013,266.5
E01009754,2013,301
E01009756,2013,210
E01009757,2013,342
E01009758,2013,355
E01009759,2013,415
E01009760,2013,257.5
E01009762,2013,179.5
E01009763,2013,244.5
E01009764,2013,331.5
E01009765,2013,377.5
E01009766,2013,343.5
E01009767,2013,360
E01009768,2013,346
E01009769,2013,375.5
E01009770,2013,377
E01009771,2013,576.5
E01009772,2013,164.5
E01009773,2013,403.5
E01009774,2013,430.5
E01009775,2013,320.5
E01009776,2013,397
E01009777,2013,309
E01009778,2013,319.5
E01009779,2013,458.5
E01009780,2013,168
E01009781,2013,404
E01009782,2013,294
E01009783,2013,329.5
E01009784,2013,180
E01009785,2013,531
E01009786,2013,257.5
E01009787,2013,284
E01009788,2013,343.5
E01009789,2013,367
E01009790,2013,305.5
E01009791,2013,355.5
E01009792,2013,280.5
E01009793,2013,274.5
E01009794,2013,506.5
E01009795,2013,246.5
E01009796,2013,332
E01009797,2013,430.5
E01009798,2013,387
E01009799,2013,482
E01009800,2013,485.5
E01009801,2013,494.5
E01009802,2013,392.5
E01009803,2013,540
E01009804,2013,403
E01009805,2013,369.5
E01009806,2013,395
E01009807,2013,577.5
E01009808,2013,416
E01009809,2013,326
E01009810,2013,526.5
E01009811,2013,438.5
E01009812,2013,397
E01009813,2013,350
E01009814,2013,456.5
E01009815,2013,312.5
E01009816,2013,451
E01009817,2013,466.5
E01009818,2013,320
E01009819,2013,326.5
E01009820,2013,430.5
E01009821,2013,542
E01009822,2013,553
E01009823,2013,355
E01009824,2013,392.5
E01009825,2013,380.5
E01009826,2013,579
E01009827,2013,459
E01009828,2013,438.5
E01009829,2013,480
E01009830,2013,517.5
E01009831,2013,388.5
E01009832,2013,340
E01009833,2013,154.5
E01009834,2013,357
E01009835,2013,221.5
E01009836,2013,296
E01009837,2013,314
E01009838,2013,342.5
E01009839,2013,328.5
E01009840,2013,236.5
E01009841,2013,288
E01009842,2013,342
E01009843,2013,388
E01009844,2013,246.5
E01009845,2013,535.5
E01009846,2013,480.5
E01009847,2013,415.5
E01009848,2013,364.5
E01009849,2013,342.5
E01009850,2013,454.5
E01009851,2013,422
E01009852,2013,512.5
E01009853,2013,628.5
E01009854,2013,522.5
E01009855,2013,607.5
E01009856,2013,398.5
E01009857,2013,314.5
E01009858,2013,422
E01009859,2013,444
E01009860,2013,561
E01009861,2013,312.5
E01009862,2013,355
E01009863,2013,254.5
E01009864,2013,314.5
E01009865,2013,402
E01009866,2013,362
E01009867,2013,441
E01009868,2013,290.5
E01009869,2013,336
E01009870,2013,298.5
E01009871,2013,380
E01009872,2013,212
E01009873,2013,393.5
E01009874,2013,272
E01009875,2013,373.5
E01009876,2013,376
E01009877,2013,293
E01009878,2013,412.5
E01009879,2013,349
E01009880,2013,298
E01009881,2013,431.5
E01009882,2013,287.5
E01009883,2013,269
E01009884,2013,277
E01009885,2013,396.5
E01009886,2013,613
E01009887,2013,332.5
E01009888,2013,369.5
E01009889,2013,273.5
E01009890,2013,244.5
E01009891,2013,219
E01009892,2013,246
E01009893,2013,213
E01009894,2013,340.5
E01009895,2013,389
E01009896,2013,479
E01009897,2013,527.5
E01009898,2013,536
E01009899,2013,570.5
E01009900,2013,638
E01009901,2013,544.5
E01009902,2013,467
E01009903,2013,498.5
E01009904,2013,446.5
E01009905,2013,364
E01009906,2013,379.5
E01009907,2013,306
E01009908,2013,326
E01009909,2013,421.5
E01009910,2013,391.5
E01009911,2013,443
E01009912,2013,408.5
E01009913,2013,446
E01009914,2013,509.5
E01009915,2013,421
E01009916,2013,359.5
E01009917,2013,348
E01009918,2013,357
E01009919,2013,408
E01009920,2013,281
E01009921,2013,194
E01009922,2013,241.5
E01009923,2013,335.5
E01009924,2013,232.5
E01009925,2013,245.5
E01009926,2013,177.5
E01009927,2013,219.5
E01009928,2013,221
E01009929,2013,371.5
E01009930,2013,337.5
E01009931,2013,422.5
E01009932,2013,417
E01009933,2013,237
E01009934,2013,267
E01009935,2013,407
E01009936,2013,496.5
E01009937,2013,297
E01009938,2013,374
E01009939,2013,360
E01009940,2013,323
E01009941,2013,358.5
E01009942,2013,321
E01009943,2013,321
E01009944,2013,281
E01009946,2013,444
E01009947,2013,383
E01009948,2013,415.5
E01009949,2013,443.5
E01009950,2013,410
E01009951,2013,258
E01009952,2013,263.5
E01009953,2013,381
E01009954,2013,451
E01009955,2013,407
E01009956,2013,333.5
E01009957,2013,234
E01009958,2013,388
E01009959,2013,360
E01009960,2013,335.5
E01009961,2013,333
E01009962,2013,232.5
E01009963,2013,225
E01009964,2013,233.5
E01009965,2013,165
E01009966,2013,201
E01009967,2013,354
E01009968,2013,406.5
E01009969,2013,255
E01009970,2013,353
E01009971,2013,284
E01009972,2013,511.5
E01009973,2013,261.5
E01009974,2013,422.5
E01009975,2013,449.5
E01009976,2013,295
E01009977,2013,254.5
E01009978,2013,362
E01009979,2013,354.5
E01009980,2013,354
E01009981,2013,337
E01009982,2013,237
E01009983,2013,285.5
E01009985,2013,374.5
E01009986,2013,214.5
E01009987,2013,250.5
E01009988,2013,375
E01009989,2013,348.5
E01009991,2013,392.5
E01009992,2013,266.5
E01009993,2013,357.5
E01009994,2013,331.5
E01009995,2013,305
E01009996,2013,359
E01009997,2013,265.5
E01009998,2013,303.5
E01009999,2013,295
E01010000,2013,414.5
E01010001,2013,440.5
E01010002,2013,294.5
E01010003,2013,289.5
E01010004,2013,347
E01010005,2013,290
E01010006,2013,332.5
E01010007,2013,290
E01010008,2013,376.5
E01010009,2013,278.5
E01010010,2013,266
E01010011,2013,376
E01010012,2013,365.5
E01010013,2013,409
E01010014,2013,440
E01010015,2013,345.5
E01010016,2013,190
E01010017,2013,374
E01010018,2013,308
E01010019,2013,193.5
E01010020,2013,327
E01010021,2013,250.5
E01010022,2013,349.5
E01010023,2013,437.5
E01010024,2013,402
E01010025,2013,383.5
E01010026,2013,456.5
E01010027,2013,347
