lsoa11cd,measure,value
E01010051,2009,244
E01010052,2009,228
E01010053,2009,231
E01010054,2009,427
E01010055,2009,198
E01010056,2009,363
E01010057,2009,403
E01010058,2009,355
E01010059,2009,151
E01010060,2009,250
E01010061,2009,162
E01010062,2009,315
E01010063,2009,217
E01010064,2009,321
E01010065,2009,152
E01010066,2009,368
E01010067,2009,215
E01010068,2009,398
E01010069,2009,192
E01010070,2009,324
E01010071,2009,266
E01010072,2009,259
E01010073,2009,234
E01010074,2009,418
E01010075,2009,133
E01010076,2009,364
E01010077,2009,366
E01010078,2009,480
E01010079,2009,314
E01010080,2009,250
E01010081,2009,344
E01010082,2009,285
E01010083,2009,347
E01010084,2009,271
E01010085,2009,337
E01010086,2009,307
E01010087,2009,294
E01010088,2009,231
E01010089,2009,327
E01010090,2009,387
E01010091,2009,352
E01010092,2009,390
E01010093,2009,222
E01010094,2009,237
E01010095,2009,219
E01010096,2009,494
E01010097,2009,578
E01010098,2009,445
E01010099,2009,369
E01010100,2009,316
E01010101,2009,490
E01010102,2009,364
E01010103,2009,348
E01010104,2009,494
E01010105,2009,255
E01010106,2009,272
E01010107,2009,223
E01010108,2009,539
E01010109,2009,392
E01010110,2009,370
E01010111,2009,261
E01010112,2009,259
E01010113,2009,352
E01010114,2009,513
E01010115,2009,369
E01010116,2009,304
E01010117,2009,313
E01010118,2009,301
E01010119,2009,487
E01010120,2009,304
E01010121,2009,493
E01010122,2009,489
E01010123,2009,403
E01010124,2009,494
E01010125,2009,349
E01010126,2009,290
E01010127,2009,275
E01010128,2009,338
E01010129,2009,319
E01010130,2009,359
E01010131,2009,281
E01010132,2009,421
E01010133,2009,591
E01010134,2009,404
E01010135,2009,430
E01010136,2009,287
E01010137,2009,401
E01010138,2009,356
E01010139,2009,323
E01010140,2009,299
E01010141,2009,170
E01010142,2009,255
E01010143,2009,313
E01010144,2009,393
E01010145,2009,444
E01010146,2009,294
E01010147,2009,166
E01010148,2009,250
E01010149,2009,378
E01010150,2009,467
E01010151,2009,574
E01010152,2009,322
E01010153,2009,501
E01010154,2009,606
E01010155,2009,525
E01010156,2009,464
E01010157,2009,270
E01010158,2009,393
E01010159,2009,274
E01010160,2009,382
E01010161,2009,399
E01010162,2009,410
E01010163,2009,309
E01010164,2009,503
E01010165,2009,488
E01010166,2009,469
E01010167,2009,405
E01010168,2009,436
E01010169,2009,493
E01010170,2009,322
E01010171,2009,339
E01010172,2009,385
E01010173,2009,355
E01010174,2009,358
E01010175,2009,488
E01010176,2009,348
E01010177,2009,347
E01010178,2009,558
E01010179,2009,581
E01010180,2009,326
E01010181,2009,338
E01010183,2009,379
E01010184,2009,362
E01010185,2009,491
E01010186,2009,426
E01010187,2009,211
E01010188,2009,560
E01010189,2009,395
E01010190,2009,354
E01010191,2009,519
E01010192,2009,470
E01010193,2009,235
E01010194,2009,290
E01010195,2009,464
E01010196,2009,490
E01010197,2009,510
E01010198,2009,518
E01010199,2009,491
E01010200,2009,529
E01010201,2009,422
E01010202,2009,411
E01010203,2009,456
E01010204,2009,281
E01010205,2009,358
E01010206,2009,349
E01010207,2009,375
E01010208,2009,467
E01010209,2009,392
E01010210,2009,484
E01010211,2009,522
E01010212,2009,297
E01010213,2009,407
E01010214,2009,315
E01010215,2009,374
E01010216,2009,241
E01010217,2009,451
E01010218,2009,468
E01010219,2009,454
E01010220,2009,341
E01010221,2009,446
E01010222,2009,386
E01010223,2009,245
E01010225,2009,272
E01010226,2009,694
E01010227,2009,589
E01010228,2009,386
E01010229,2009,447
E01010230,2009,494
E01010231,2009,530
E01010232,2009,368
E01010233,2009,381
E01010234,2009,277
E01010235,2009,221
E01010236,2009,251
E01010237,2009,448
E01010238,2009,281
E01010239,2009,318
E01010240,2009,256
E01010241,2009,723
E01010242,2009,470
E01010243,2009,582
E01010244,2009,316
E01010245,2009,552
E01010246,2009,398
E01010247,2009,562
E01010248,2009,514
E01010249,2009,265
E01010250,2009,459
E01010251,2009,251
E01010252,2009,438
E01010253,2009,390
E01010254,2009,360
E01010255,2009,554
E01010256,2009,398
E01010257,2009,426
E01010258,2009,320
E01010259,2009,485
E01010260,2009,416
E01010261,2009,238
E01010262,2009,251
E01010263,2009,189
E01010264,2009,352
E01010265,2009,222
E01010266,2009,212
E01010267,2009,358
E01010268,2009,203
E01010269,2009,133
E01010270,2009,332
E01010271,2009,240
E01010272,2009,295
E01010273,2009,295
E01010274,2009,280
E01010275,2009,353
E01010277,2009,328
E01010279,2009,306
E01010282,2009,205
E01010283,2009,238
E01010284,2009,379
E01010285,2009,576
E01010286,2009,353
E01010287,2009,524
E01010288,2009,345
E01010289,2009,330
E01010290,2009,571
E01010291,2009,299
E01010292,2009,395
E01010293,2009,476
E01010294,2009,333
E01010295,2009,344
E01010296,2009,213
E01010297,2009,446
E01010298,2009,272
E01010299,2009,291
E01010300,2009,347
E01010301,2009,341
E01010302,2009,389
E01010303,2009,379
E01010304,2009,531
E01010305,2009,335
E01010306,2009,340
E01010307,2009,263
E01010308,2009,364
E01010309,2009,275
E01010310,2009,295
E01010311,2009,347
E01010312,2009,325
E01010313,2009,294
E01010314,2009,391
E01010315,2009,267
E01010316,2009,286
E01010317,2009,547
E01010318,2009,311
E01010319,2009,239
E01010320,2009,358
E01010321,2009,380
E01010322,2009,367
E01010323,2009,425
E01010324,2009,351
E01010325,2009,358
E01010326,2009,356
E01010327,2009,169
E01010328,2009,445
E01010329,2009,496
E01010330,2009,308
E01010331,2009,584
E01010332,2009,512
E01010333,2009,489
E01010334,2009,472
E01010335,2009,198
E01010336,2009,260
E01010337,2009,300
E01010338,2009,288
E01010339,2009,320
E01010340,2009,214
E01010341,2009,197
E01010342,2009,164
E01010343,2009,177
E01010344,2009,288
E01010345,2009,402
E01010346,2009,320
E01010347,2009,381
E01010348,2009,407
E01010349,2009,457
E01010350,2009,293
E01010351,2009,579
E01010352,2009,605
E01010353,2009,470
E01010354,2009,500
E01010355,2009,499
E01010356,2009,486
E01010357,2009,430
E01010358,2009,394
E01010359,2009,351
E01010360,2009,432
E01010361,2009,311
E01010362,2009,313
E01010363,2009,198
E01010364,2009,200
E01010365,2009,238
E01010366,2009,310
E01010367,2009,316
E01010368,2009,222
E01010369,2009,303
E01010370,2009,241
E01010371,2009,193
E01010372,2009,285
E01010373,2009,348
E01010374,2009,233
E01010375,2009,160
E01010376,2009,233
E01010377,2009,371
E01010378,2009,282
E01010379,2009,427
E01010380,2009,630
E01010381,2009,316
E01010382,2009,461
E01010383,2009,332
E01010384,2009,383
E01010385,2009,480
E01010386,2009,625
E01010387,2009,484
E01010388,2009,394
E01010389,2009,464
E01010390,2009,456
E01010391,2009,471
E01010392,2009,481
E01010393,2009,430
E01010394,2009,319
E01010395,2009,213
E01010396,2009,390
E01010397,2009,331
E01010398,2009,296
E01010399,2009,240
E01010400,2009,476
E01010401,2009,318
E01010402,2009,309
E01010403,2009,208
E01010404,2009,312
E01010405,2009,278
E01010406,2009,339
E01010407,2009,384
E01010408,2009,182
E01010409,2009,275
E01010410,2009,378
E01010411,2009,296
E01010412,2009,332
E01010413,2009,430
E01010414,2009,407
E01010415,2009,201
E01010416,2009,382
E01010417,2009,403
E01010418,2009,278
E01010419,2009,336
E01010420,2009,303
E01010421,2009,292
E01010422,2009,457
E01010423,2009,357
E01010424,2009,376
E01010425,2009,310
E01010426,2009,361
E01010427,2009,388
E01010428,2009,183
E01010429,2009,229
E01010430,2009,296
E01010431,2009,314
E01010432,2009,344
E01010433,2009,294
E01010434,2009,328
E01010435,2009,244
E01010436,2009,396
E01010437,2009,222
E01010438,2009,468
E01010439,2009,393
E01010440,2009,415
E01010441,2009,303
E01010442,2009,266
E01010443,2009,245
E01010444,2009,362
E01010445,2009,190
E01010446,2009,431
E01010447,2009,454
E01010448,2009,364
E01010449,2009,338
E01010450,2009,411
E01010451,2009,217
E01010452,2009,284
E01010453,2009,313
E01010454,2009,268
E01010455,2009,315
E01010456,2009,130
E01010457,2009,390
E01010458,2009,430
E01010459,2009,328
E01010460,2009,372
E01010461,2009,365
E01010462,2009,318
E01010463,2009,203
E01010464,2009,458
E01010465,2009,243
E01010466,2009,165
E01010467,2009,381
E01010468,2009,340
E01010469,2009,271
E01010470,2009,269
E01010471,2009,273
E01010472,2009,245
E01010473,2009,257
E01010474,2009,352
E01010475,2009,336
E01010476,2009,227
E01010477,2009,274
E01010478,2009,144
E01010479,2009,304
E01010480,2009,157
E01010481,2009,291
E01010482,2009,241
E01010483,2009,199
E01010484,2009,195
E01010485,2009,140
E01010486,2009,201
E01010487,2009,337
E01010488,2009,436
E01010489,2009,455
E01010490,2009,396
E01010491,2009,367
E01010492,2009,270
E01010493,2009,346
E01010494,2009,390
E01010495,2009,463
E01010496,2009,282
E01010497,2009,217
E01010498,2009,214
E01010499,2009,276
E01010500,2009,197
E01010501,2009,333
E01010502,2009,261
E01010503,2009,242
E01010504,2009,517
E01010505,2009,369
E01010506,2009,208
E01010507,2009,557
E01010508,2009,217
E01010509,2009,450
E01010510,2009,282
E01010511,2009,229
E01010512,2009,299
E01010513,2009,598
E01010514,2009,304
E01010515,2009,378
E01010516,2009,326
E01010517,2009,334
E01010518,2009,461
E01010519,2009,379
E01010520,2009,483
E01010521,2009,180
E01010522,2009,129
E01010523,2009,227
E01010524,2009,267
E01010525,2009,142
E01010526,2009,136
E01010527,2009,249
E01010528,2009,152
E01010529,2009,175
E01010530,2009,188
E01010531,2009,461
E01010532,2009,347
E01010533,2009,325
E01010534,2009,216
E01010535,2009,355
E01010536,2009,509
E01010537,2009,532
E01010538,2009,347
E01010539,2009,280
E01010540,2009,543
E01010541,2009,198
E01010542,2009,295
E01010543,2009,173
E01010544,2009,490
E01010545,2009,330
E01010546,2009,528
E01010547,2009,592
E01010548,2009,586
E01010549,2009,386
E01010550,2009,519
E01010551,2009,544
E01010552,2009,518
E01010553,2009,503
E01010554,2009,499
E01010555,2009,434
E01010556,2009,337
E01010557,2009,505
E01010558,2009,583
E01010559,2009,452
E01010560,2009,491
E01010561,2009,442
E01010562,2009,454
E01010563,2009,341
E01010564,2009,232
E01010565,2009,467
E01010566,2009,439
E01010567,2009,375
E01032527,2009,285
E01032528,2009,376
E01032529,2009,312
E01032530,2009,437
E01032531,2009,486
E01032532,2009,309
E01032533,2009,316
E01032534,2009,438
E01032535,2009,252
E01032536,2009,310
E01032537,2009,471
E01032538,2009,383
E01032587,2009,229
E01032589,2009,329
E01032590,2009,351
E01032591,2009,294
E01032592,2009,458
E01032885,2009,29
E01032886,2009,223
E01032887,2009,431
E01032888,2009,528
E01032889,2009,328
E01033058,2009,626
E01033187,2009,340
E01033557,2009,31
E01033559,2009,14
E01033561,2009,122
E01033562,2009,381
E01033564,2009,31
E01033565,2009,45
E01033567,2009,15
E01033615,2009,16
E01033616,2009,99
E01033617,2009,27
E01033618,2009,34
E01033619,2009,65
E01033620,2009,41
E01033621,2009,332
E01033622,2009,62
E01033623,2009,33
E01033624,2009,104
E01033625,2009,38
E01033626,2009,84
E01033627,2009,152
E01033628,2009,348
E01033629,2009,585
E01033630,2009,59
E01033631,2009,409
E01033632,2009,467
E01033633,2009,431
E01033634,2009,74
E01033635,2009,329
E01033636,2009,376
E01033637,2009,366
E01033638,2009,199
E01033639,2009,130
E01033640,2009,124
E01033641,2009,324
E01033642,2009,325
E01033643,2009,321
E01033644,2009,261
E01033645,2009,335
E01033646,2009,224
E01033647,2009,129
E01033648,2009,267
E01033649,2009,156
E01033650,2009,280
E01008881,2010,324
E01008882,2010,266
E01008883,2010,248
E01008884,2010,185
E01008885,2010,238
E01008886,2010,352
E01008887,2010,245
E01008888,2010,286
E01008889,2010,338
E01008890,2010,268
E01008891,2010,325
E01008892,2010,190
E01008893,2010,259
E01008894,2010,410
E01008895,2010,226
E01008896,2010,235
E01008897,2010,298
E01008898,2010,216
E01008899,2010,181
E01008901,2010,240
E01008905,2010,132
E01008906,2010,159
E01008907,2010,195
E01008909,2010,130
E01008910,2010,149
E01008911,2010,91
E01008913,2010,175
E01008914,2010,145
E01008915,2010,162
E01008916,2010,115
E01008917,2010,263
E01008918,2010,356
E01008919,2010,337
E01008920,2010,314
E01008921,2010,325
E01008923,2010,284
E01008924,2010,350
E01008925,2010,303
E01008927,2010,269
E01008928,2010,337
E01008929,2010,316
E01008930,2010,188
E01008931,2010,272
E01008932,2010,300
E01008933,2010,273
E01008934,2010,360
E01008935,2010,305
E01008936,2010,378
E01008937,2010,329
E01008938,2010,261
E01008939,2010,306
E01008940,2010,313
E01008941,2010,299
E01008942,2010,237
E01008943,2010,259
E01008944,2010,336
E01008945,2010,286
E01008946,2010,341
E01008947,2010,284
E01008948,2010,387
E01008949,2010,299
E01008950,2010,501
E01008951,2010,284
E01008952,2010,169
E01008953,2010,259
E01008954,2010,424
E01008955,2010,237
E01008956,2010,327
E01008957,2010,197
E01008958,2010,508
E01008959,2010,528
E01008960,2010,204
E01008961,2010,377
E01008962,2010,289
E01008963,2010,224
E01008964,2010,342
E01008965,2010,315
E01008966,2010,272
E01008967,2010,462
E01008968,2010,408
E01008969,2010,332
E01008970,2010,300
E01008971,2010,359
E01008972,2010,317
E01008973,2010,377
E01008974,2010,367
E01008975,2010,400
E01008976,2010,364
E01008977,2010,278
E01008978,2010,290
E01008979,2010,390
E01008980,2010,345
E01008981,2010,390
E01008982,2010,196
E01008984,2010,269
E01008986,2010,211
E01008987,2010,201
E01008988,2010,168
E01008989,2010,318
E01008990,2010,237
E01008991,2010,448
E01008992,2010,269
E01008994,2010,319
E01008995,2010,261
E01008996,2010,277
E01008997,2010,300
E01008998,2010,239
E01008999,2010,245
E01009000,2010,316
E01009001,2010,349
E01009002,2010,227
E01009003,2010,503
E01009005,2010,355
E01009006,2010,236
E01009007,2010,239
E01009008,2010,374
E01009009,2010,344
E01009011,2010,429
E01009012,2010,289
E01009013,2010,274
E01009014,2010,242
E01009015,2010,359
E01009016,2010,402
E01009017,2010,229
E01009018,2010,405
E01009019,2010,219
E01009020,2010,265
E01009021,2010,218
E01009022,2010,258
E01009023,2010,274
E01009024,2010,260
E01009025,2010,225
E01009026,2010,198
E01009028,2010,246
E01009029,2010,236
E01009030,2010,284
E01009031,2010,366
E01009032,2010,371
E01009033,2010,230
E01009034,2010,367
E01009035,2010,322
E01009036,2010,357
E01009037,2010,475
E01009039,2010,378
E01009040,2010,377
E01009041,2010,303
E01009042,2010,239
E01009043,2010,314
E01009044,2010,218
E01009045,2010,334
E01009046,2010,387
E01009047,2010,230
E01009048,2010,194
E01009049,2010,245
E01009050,2010,213
E01009051,2010,162
E01009053,2010,130
E01009054,2010,207
E01009056,2010,209
E01009057,2010,241
E01009058,2010,153
E01009059,2010,193
E01009060,2010,161
E01009061,2010,195
E01009062,2010,140
E01009064,2010,271
E01009065,2010,312
E01009066,2010,388
E01009067,2010,324
E01009068,2010,244
E01009069,2010,271
E01009070,2010,387
E01009071,2010,445
E01009072,2010,277
E01009073,2010,161
E01009074,2010,194
E01009075,2010,360
E01009077,2010,437
E01009078,2010,208
E01009079,2010,229
E01009080,2010,110
E01009081,2010,216
E01009082,2010,249
E01009083,2010,233
E01009084,2010,277
E01009085,2010,287
E01009086,2010,293
E01009087,2010,375
E01009088,2010,495
E01009089,2010,293
E01009090,2010,331
E01009091,2010,357
E01009092,2010,203
E01009093,2010,207
E01009094,2010,227
E01009095,2010,294
E01009096,2010,397
E01009097,2010,415
E01009098,2010,425
E01009099,2010,248
E01009100,2010,375
E01009101,2010,399
E01009102,2010,272
E01009103,2010,355
E01009104,2010,295
E01009105,2010,378
E01009106,2010,369
E01009107,2010,285
E01009108,2010,435
E01009109,2010,109
E01009110,2010,243
E01009111,2010,273
E01009112,2010,394
E01009113,2010,309
E01009114,2010,370
E01009115,2010,383
E01009116,2010,446
E01009117,2010,263
E01009118,2010,365
E01009119,2010,391
E01009120,2010,342
E01009121,2010,416
E01009122,2010,324
E01009123,2010,285
E01009124,2010,132
E01009125,2010,340
E01009126,2010,293
E01009127,2010,208
E01009128,2010,200
E01009129,2010,185
E01009130,2010,272
E01009131,2010,182
E01009132,2010,233
E01009133,2010,285
E01009134,2010,359
E01009135,2010,370
E01009136,2010,498
E01009137,2010,254
E01009138,2010,209
E01009139,2010,205
E01009140,2010,301
E01009141,2010,227
E01009143,2010,188
E01009145,2010,224
E01009146,2010,156
E01009147,2010,248
E01009151,2010,183
E01009152,2010,208
E01009153,2010,259
E01009155,2010,270
E01009157,2010,291
E01009158,2010,268
E01009159,2010,307
E01009160,2010,214
E01009161,2010,355
E01009162,2010,357
E01009163,2010,302
E01009164,2010,296
E01009165,2010,230
E01009166,2010,215
E01009167,2010,267
E01009168,2010,333
E01009169,2010,305
E01009170,2010,341
E01009171,2010,307
E01009172,2010,254
E01009173,2010,226
E01009174,2010,196
E01009175,2010,192
E01009176,2010,399
E01009177,2010,194
E01009178,2010,228
E01009179,2010,351
E01009182,2010,221
E01009183,2010,297
E01009184,2010,295
E01009185,2010,388
E01009186,2010,317
E01009187,2010,346
E01009188,2010,273
E01009189,2010,254
E01009192,2010,265
E01009194,2010,251
E01009195,2010,234
E01009197,2010,145
E01009198,2010,94
E01009199,2010,106
E01009200,2010,128
E01009201,2010,330
E01009202,2010,198
E01009203,2010,245
E01009204,2010,177
E01009205,2010,363
E01009206,2010,406
E01009207,2010,380
E01009208,2010,338
E01009209,2010,428
E01009210,2010,334
E01009211,2010,284
E01009212,2010,342
E01009213,2010,462
E01009214,2010,319
E01009215,2010,299
E01009216,2010,463
E01009217,2010,391
E01009218,2010,487
E01009219,2010,295
E01009220,2010,269
E01009221,2010,342
E01009222,2010,198
E01009223,2010,355
E01009224,2010,428
E01009225,2010,529
E01009226,2010,333
E01009227,2010,363
E01009228,2010,359
E01009229,2010,322
E01009230,2010,349
E01009231,2010,479
E01009232,2010,387
E01009233,2010,268
E01009234,2010,206
E01009235,2010,342
E01009236,2010,336
E01009237,2010,306
E01009238,2010,433
E01009239,2010,160
E01009240,2010,293
E01009241,2010,280
E01009242,2010,290
E01009243,2010,385
E01009244,2010,283
E01009245,2010,334
E01009246,2010,373
E01009247,2010,293
E01009248,2010,281
E01009249,2010,338
E01009250,2010,427
E01009251,2010,348
E01009252,2010,317
E01009253,2010,357
E01009254,2010,324
E01009255,2010,314
E01009256,2010,305
E01009257,2010,271
E01009258,2010,322
E01009259,2010,292
E01009260,2010,496
E01009261,2010,417
E01009262,2010,247
E01009263,2010,245
E01009264,2010,153
E01009265,2010,260
E01009266,2010,206
E01009267,2010,419
E01009268,2010,227
E01009269,2010,198
E01009270,2010,196
E01009271,2010,184
E01009272,2010,169
E01009273,2010,242
E01009274,2010,256
E01009275,2010,177
E01009276,2010,295
E01009278,2010,256
E01009279,2010,231
E01009280,2010,249
E01009281,2010,485
E01009282,2010,234
E01009283,2010,216
E01009284,2010,195
E01009286,2010,104
E01009288,2010,455
E01009289,2010,70
E01009290,2010,61
E01009291,2010,234
E01009292,2010,309
E01009293,2010,237
E01009294,2010,361
E01009295,2010,389
E01009296,2010,161
E01009297,2010,439
E01009298,2010,175
E01009299,2010,292
E01009300,2010,238
E01009301,2010,340
E01009302,2010,460
E01009303,2010,340
E01009304,2010,404
E01009305,2010,270
E01009306,2010,388
E01009307,2010,387
E01009308,2010,335
E01009309,2010,364
E01009310,2010,372
E01009311,2010,205
E01009312,2010,380
E01009313,2010,364
E01009314,2010,418
E01009315,2010,552
E01009316,2010,374
E01009317,2010,381
E01009318,2010,356
E01009319,2010,349
E01009320,2010,395
E01009321,2010,392
E01009322,2010,246
E01009323,2010,291
E01009324,2010,454
E01009325,2010,170
E01009326,2010,200
E01009327,2010,178
E01009328,2010,267
E01009329,2010,232
E01009331,2010,218
E01009332,2010,191
E01009333,2010,119
E01009334,2010,268
E01009335,2010,205
E01009337,2010,161
E01009338,2010,158
E01009339,2010,192
E01009340,2010,246
E01009341,2010,210
E01009342,2010,258
E01009343,2010,151
E01009344,2010,136
E01009345,2010,301
E01009346,2010,113
E01009347,2010,239
E01009348,2010,260
E01009349,2010,151
E01009350,2010,162
E01009351,2010,192
E01009352,2010,202
E01009353,2010,216
E01009354,2010,203
E01009355,2010,178
E01009358,2010,184
E01009359,2010,202
E01009360,2010,220
E01009361,2010,237
E01009362,2010,130
E01009363,2010,223
E01009364,2010,117
E01009365,2010,173
E01009366,2010,222
E01009367,2010,198
E01009368,2010,155
E01009371,2010,141
E01009372,2010,133
E01009373,2010,152
E01009374,2010,184
E01009375,2010,191
E01009376,2010,179
E01009377,2010,136
E01009378,2010,248
E01009379,2010,335
E01009380,2010,162
E01009382,2010,208
E01009383,2010,162
E01009384,2010,185
E01009385,2010,227
E01009389,2010,277
E01009390,2010,200
E01009391,2010,142
E01009392,2010,196
E01009393,2010,135
E01009394,2010,265
E01009395,2010,252
E01009396,2010,231
E01009397,2010,138
E01009399,2010,145
E01009400,2010,233
E01009401,2010,195
E01009403,2010,245
E01009404,2010,238
E01009405,2010,295
E01009406,2010,380
E01009407,2010,293
E01009408,2010,265
E01009409,2010,298
E01009410,2010,414
E01009411,2010,264
E01009412,2010,284
E01009413,2010,245
E01009414,2010,165
E01009415,2010,487
E01009416,2010,401
E01009417,2010,429
E01009418,2010,418
E01009419,2010,414
E01009420,2010,378
E01009421,2010,555
E01009422,2010,616
E01009423,2010,495
E01009424,2010,403
E01009425,2010,640
E01009426,2010,510
E01009427,2010,440
E01009428,2010,584
E01009429,2010,467
E01009430,2010,548
E01009431,2010,459
E01009432,2010,359
E01009433,2010,544
E01009434,2010,238
E01009435,2010,273
E01009436,2010,374
E01009437,2010,516
E01009438,2010,308
E01009439,2010,486
E01009440,2010,483
E01009441,2010,377
E01009442,2010,457
E01009443,2010,272
E01009444,2010,511
E01009445,2010,258
E01009446,2010,448
E01009447,2010,360
E01009448,2010,378
E01009449,2010,487
E01009450,2010,428
E01009451,2010,261
E01009452,2010,438
E01009453,2010,251
E01009454,2010,310
E01009455,2010,347
E01009456,2010,371
E01009457,2010,541
E01009458,2010,507
E01009459,2010,451
E01009460,2010,336
E01009461,2010,388
E01009462,2010,399
E01009463,2010,513
E01009464,2010,384
E01009465,2010,301
E01009466,2010,424
E01009467,2010,468
E01009468,2010,515
E01009469,2010,437
E01009470,2010,406
E01009471,2010,479
E01009472,2010,411
E01009473,2010,350
E01009474,2010,359
E01009475,2010,193
E01009476,2010,218
E01009477,2010,227
E01009478,2010,204
E01009479,2010,247
E01009480,2010,238
E01009481,2010,315
E01009482,2010,143
E01009483,2010,138
E01009484,2010,158
E01009485,2010,180
E01009486,2010,195
E01009487,2010,243
E01009488,2010,257
E01009489,2010,156
E01009490,2010,228
E01009491,2010,180
E01009492,2010,186
E01009493,2010,132
E01009494,2010,263
E01009495,2010,238
E01009496,2010,410
E01009497,2010,320
E01009498,2010,246
E01009499,2010,255
E01009500,2010,258
E01009501,2010,251
E01009502,2010,293
E01009503,2010,246
E01009504,2010,500
E01009505,2010,321
E01009506,2010,502
E01009507,2010,356
E01009508,2010,343
E01009509,2010,240
E01009510,2010,454
E01009511,2010,228
E01009512,2010,290
E01009513,2010,242
E01009514,2010,262
E01009515,2010,454
E01009516,2010,279
E01009517,2010,313
E01009518,2010,393
E01009519,2010,360
E01009520,2010,414
E01009521,2010,312
E01009522,2010,447
E01009523,2010,576
E01009524,2010,436
E01009525,2010,391
E01009526,2010,416
E01009527,2010,256
E01009528,2010,513
E01009529,2010,303
E01009530,2010,279
E01009531,2010,513
E01009532,2010,375
E01009535,2010,498
E01009536,2010,484
E01009537,2010,376
E01009538,2010,310
E01009539,2010,240
E01009540,2010,186
E01009541,2010,429
E01009542,2010,334
E01009543,2010,167
E01009544,2010,434
E01009548,2010,358
E01009549,2010,443
E01009550,2010,360
E01009552,2010,433
E01009553,2010,174
E01009554,2010,261
E01009555,2010,412
E01009556,2010,310
E01009557,2010,449
E01009558,2010,225
E01009559,2010,505
E01009560,2010,422
E01009561,2010,497
E01009562,2010,540
E01009563,2010,464
E01009564,2010,164
E01009565,2010,225
E01009566,2010,111
E01009567,2010,230
E01009568,2010,213
E01009569,2010,143
E01009570,2010,221
E01009571,2010,230
E01009572,2010,153
E01009573,2010,157
E01009574,2010,202
E01009575,2010,173
E01009576,2010,307
E01009577,2010,195
E01009578,2010,291
E01009579,2010,260
E01009580,2010,381
E01009581,2010,333
E01009582,2010,377
E01009583,2010,380
E01009584,2010,367
E01009585,2010,99
E01009586,2010,390
E01009587,2010,220
E01009588,2010,360
E01009589,2010,250
E01009590,2010,406
E01009591,2010,245
E01009592,2010,192
E01009593,2010,379
E01009594,2010,319
E01009596,2010,211
E01009597,2010,321
E01009598,2010,475
E01009599,2010,390
E01009604,2010,264
E01009605,2010,283
E01009606,2010,278
E01009607,2010,265
E01009608,2010,294
E01009609,2010,267
E01009610,2010,276
E01009611,2010,169
E01009612,2010,215
E01009613,2010,260
E01009614,2010,287
E01009615,2010,305
E01009616,2010,260
E01009617,2010,279
E01009618,2010,266
E01009619,2010,246
E01009620,2010,336
E01009621,2010,251
E01009622,2010,297
E01009623,2010,295
E01009624,2010,235
E01009625,2010,378
E01009626,2010,282
E01009627,2010,300
E01009628,2010,339
E01009629,2010,269
E01009630,2010,241
E01009631,2010,214
E01009632,2010,295
E01009633,2010,156
E01009634,2010,182
E01009635,2010,143
E01009636,2010,168
E01009637,2010,128
E01009638,2010,153
E01009639,2010,228
E01009640,2010,147
E01009641,2010,169
E01009642,2010,183
E01009643,2010,270
E01009644,2010,346
E01009645,2010,250
E01009646,2010,261
E01009647,2010,381
E01009648,2010,273
E01009649,2010,296
E01009650,2010,168
E01009651,2010,227
E01009652,2010,425
E01009653,2010,368
E01009654,2010,256
E01009655,2010,293
E01009656,2010,326
E01009657,2010,286
E01009658,2010,287
E01009659,2010,203
E01009660,2010,272
E01009661,2010,200
E01009662,2010,278
E01009663,2010,494
E01009664,2010,226
E01009665,2010,431
E01009666,2010,306
E01009667,2010,597
E01009668,2010,310
E01009669,2010,219
E01009670,2010,380
E01009671,2010,292
E01009672,2010,689
E01009674,2010,249
E01009676,2010,265
E01009679,2010,314
E01009681,2010,347
E01009682,2010,343
E01009683,2010,199
E01009684,2010,320
E01009685,2010,391
E01009686,2010,336
E01009687,2010,244
E01009688,2010,183
E01009689,2010,139
E01009690,2010,191
E01009691,2010,161
E01009692,2010,514
E01009693,2010,425
E01009694,2010,435
E01009695,2010,649
E01009696,2010,520
E01009697,2010,445
E01009698,2010,441
E01009699,2010,437
E01009700,2010,283
E01009701,2010,331
E01009702,2010,271
E01009703,2010,281
E01009704,2010,345
E01009705,2010,412
E01009706,2010,452
E01009707,2010,319
E01009708,2010,413
E01009709,2010,142
E01009710,2010,354
E01009711,2010,439
E01009712,2010,305
E01009713,2010,256
E01009714,2010,261
E01009715,2010,271
E01009716,2010,309
E01009717,2010,316
E01009718,2010,396
E01009719,2010,313
E01009720,2010,207
E01009721,2010,490
E01009722,2010,376
E01009723,2010,205
E01009724,2010,273
E01009725,2010,242
E01009726,2010,320
E01009727,2010,221
E01009728,2010,287
E01009729,2010,385
E01009730,2010,186
E01009731,2010,265
E01009732,2010,414
E01009733,2010,359
E01009734,2010,444
E01009735,2010,352
E01009736,2010,445
E01009737,2010,424
E01009738,2010,372
E01009739,2010,352
E01009740,2010,207
E01009741,2010,350
E01009742,2010,365
E01009743,2010,314
E01009744,2010,343
E01009745,2010,404
E01009746,2010,379
E01009747,2010,204
E01009748,2010,316
E01009749,2010,423
E01009750,2010,407
E01009751,2010,361
E01009752,2010,264
E01009753,2010,310
E01009754,2010,294
E01009756,2010,235
E01009757,2010,363
E01009758,2010,395
E01009759,2010,438
E01009760,2010,282
E01009762,2010,200
E01009763,2010,256
E01009764,2010,362
E01009765,2010,390
