lsoa11cd,n_tot,cluster,cluster_prop
E01009835,115,2,0.11304347826086956
E01009836,177,1,0.5819209039548022
E01009836,177,2,0.10734463276836158
E01009836,177,3,0.06779661016949153
E01009836,177,4,0.096045197740113
E01009836,177,6,0.14689265536723164
E01009837,212,1,0.6320754716981132
E01009837,212,2,0.12264150943396226
E01009837,212,3,0.10377358490566038
E01009837,212,4,0.05660377358490566
E01009837,212,6,0.08490566037735849
E01009838,272,1,0.5955882352941176
E01009838,272,2,0.08823529411764706
E01009838,272,3,0.09558823529411764
E01009838,272,4,0.04779411764705882
E01009838,272,5,0.04044117647058824
E01009838,272,6,0.1323529411764706
E01009839,201,1,0.527363184079602
E01009839,201,2,0.09950248756218906
E01009839,201,3,0.12437810945273632
E01009839,201,4,0.07462686567164178
E01009839,201,6,0.17412935323383086
E01009840,157,1,0.5668789808917197
E01009840,157,2,0.09554140127388536
E01009840,157,3,0.08917197452229299
E01009840,157,4,0.08917197452229299
E01009840,157,6,0.1592356687898089
E01009841,212,1,0.44339622641509435
E01009841,212,2,0.1320754716981132
E01009841,212,3,0.11320754716981132
E01009841,212,4,0.09433962264150944
E01009841,212,5,0.0660377358490566
E01009841,212,6,0.1509433962264151
E01009842,224,1,0.5535714285714286
E01009842,224,2,0.09375
E01009842,224,3,0.08928571428571429
E01009842,224,4,0.08928571428571429
E01009842,224,5,0.0625
E01009842,224,6,0.11160714285714286
E01009843,296,1,0.6621621621621622
E01009843,296,2,0.11824324324324324
E01009843,296,3,0.08783783783783784
E01009843,296,4,0.06418918918918919
E01009843,296,6,0.06756756756756757
E01009844,157,1,0.5222929936305732
E01009844,157,3,0.10828025477707007
E01009844,157,4,0.07006369426751592
E01009844,157,5,0.09554140127388536
E01009844,157,6,0.20382165605095542
E01009845,355,1,0.923943661971831
E01009845,355,2,0.07605633802816901
E01009846,363,1,0.7658402203856749
E01009846,363,2,0.07988980716253444
E01009846,363,3,0.03856749311294766
E01009846,363,4,0.049586776859504134
E01009846,363,5,0.030303030303030304
E01009846,363,6,0.03581267217630854
E01009847,304,1,0.7631578947368421
E01009847,304,2,0.09868421052631579
E01009847,304,3,0.046052631578947366
E01009847,304,4,0.049342105263157895
E01009847,304,6,0.04276315789473684
E01009848,250,1,0.78
E01009848,250,2,0.104
E01009848,250,3,0.052
E01009848,250,6,0.064
E01009849,239,1,0.6527196652719666
E01009849,239,2,0.1087866108786611
E01009849,239,3,0.06694560669456066
E01009849,239,4,0.06694560669456066
E01009849,239,6,0.10460251046025104
E01009850,305,1,0.9147540983606557
E01009850,305,2,0.08524590163934426
E01009851,339,1,0.8141592920353983
E01009851,339,2,0.11209439528023599
E01009851,339,4,0.04129793510324484
E01009851,339,6,0.032448377581120944
E01009852,385,1,0.8623376623376623
E01009852,385,2,0.07012987012987013
E01009852,385,3,0.03636363636363636
E01009852,385,4,0.03116883116883117
E01009853,507,1,0.8362919132149902
E01009853,507,2,0.0650887573964497
E01009853,507,3,0.03944773175542406
E01009853,507,4,0.03550295857988166
E01009853,507,6,0.023668639053254437
E01009854,399,1,0.8345864661654135
E01009854,399,2,0.10025062656641603
E01009854,399,3,0.03508771929824561
E01009854,399,4,0.03007518796992481
E01009855,413,1,0.9443099273607748
E01009855,413,2,0.05569007263922518
E01009856,303,1,0.6996699669966997
E01009856,303,2,0.1419141914191419
E01009856,303,3,0.066006600660066
E01009856,303,4,0.04950495049504951
E01009856,303,6,0.0429042904290429
E01009857,252,1,0.6388888888888888
E01009857,252,2,0.12698412698412698
E01009857,252,3,0.05952380952380952
E01009857,252,4,0.07936507936507936
E01009857,252,6,0.09523809523809523
E01009858,280,1,0.8
E01009858,280,2,0.11785714285714285
E01009858,280,3,0.039285714285714285
E01009858,280,4,0.04285714285714286
E01009859,313,1,0.9073482428115016
E01009859,313,2,0.0926517571884984
E01009860,431,1,0.8677494199535963
E01009860,431,2,0.09744779582366589
E01009860,431,3,0.03480278422273782
E01009861,260,1,0.6038461538461538
E01009861,260,2,0.1
E01009861,260,3,0.12307692307692308
E01009861,260,4,0.06153846153846154
E01009861,260,6,0.11153846153846154
E01009862,273,1,0.5714285714285714
E01009862,273,2,0.1282051282051282
E01009862,273,3,0.10256410256410256
E01009862,273,4,0.04395604395604396
E01009862,273,5,0.054945054945054944
E01009862,273,6,0.0989010989010989
E01009863,149,1,0.9060402684563759
E01009863,149,2,0.09395973154362416
E01009864,210,1,0.7333333333333333
E01009864,210,2,0.09523809523809523
E01009864,210,3,0.08571428571428572
E01009864,210,6,0.08571428571428572
E01009865,285,1,0.6350877192982456
E01009865,285,2,0.07368421052631578
E01009865,285,3,0.08771929824561403
E01009865,285,4,0.09824561403508772
E01009865,285,6,0.10526315789473684
E01009866,315,1,0.6825396825396826
E01009866,315,2,0.08253968253968254
E01009866,315,3,0.0380952380952381
E01009866,315,4,0.050793650793650794
E01009866,315,5,0.03492063492063492
E01009866,315,6,0.1111111111111111
E01009867,355,1,0.647887323943662
E01009867,355,2,0.10985915492957747
E01009867,355,3,0.07323943661971831
E01009867,355,4,0.04788732394366197
E01009867,355,5,0.03380281690140845
E01009867,355,6,0.08732394366197183
E01009868,198,1,0.6161616161616161
E01009868,198,2,0.1111111111111111
E01009868,198,3,0.12626262626262627
E01009868,198,4,0.0707070707070707
E01009868,198,6,0.07575757575757576
E01009869,235,1,0.6893617021276596
E01009869,235,2,0.10638297872340426
E01009869,235,3,0.09787234042553192
E01009869,235,6,0.10638297872340426
E01009870,211,1,0.7488151658767772
E01009870,211,2,0.13270142180094788
E01009870,211,3,0.052132701421800945
E01009870,211,6,0.06635071090047394
E01009871,293,1,0.6484641638225256
E01009871,293,2,0.08191126279863481
E01009871,293,3,0.06484641638225255
E01009871,293,4,0.06484641638225255
E01009871,293,5,0.04778156996587031
E01009871,293,6,0.09215017064846416
E01009872,140,1,0.5642857142857143
E01009872,140,2,0.12142857142857143
E01009872,140,3,0.1357142857142857
E01009872,140,6,0.17857142857142858
E01009873,304,1,0.6973684210526315
E01009873,304,2,0.08223684210526316
E01009873,304,3,0.08223684210526316
E01009873,304,4,0.039473684210526314
E01009873,304,5,0.039473684210526314
E01009873,304,6,0.05921052631578947
E01009874,180,1,0.7388888888888889
E01009874,180,2,0.06666666666666667
E01009874,180,5,0.07222222222222222
E01009874,180,6,0.12222222222222222
E01009875,231,1,0.5930735930735931
E01009875,231,2,0.1038961038961039
E01009875,231,3,0.09523809523809523
E01009875,231,4,0.05194805194805195
E01009875,231,5,0.06493506493506493
E01009875,231,6,0.09090909090909091
E01009876,303,1,0.6336633663366337
E01009876,303,2,0.132013201320132
E01009876,303,3,0.056105610561056105
E01009876,303,4,0.04950495049504951
E01009876,303,5,0.039603960396039604
E01009876,303,6,0.0891089108910891
E01009877,225,1,0.6266666666666667
E01009877,225,2,0.08444444444444445
E01009877,225,3,0.07111111111111111
E01009877,225,4,0.057777777777777775
E01009877,225,5,0.05333333333333334
E01009877,225,6,0.10666666666666667
E01009878,279,1,0.7025089605734767
E01009878,279,2,0.1111111111111111
E01009878,279,3,0.05017921146953405
E01009878,279,4,0.05734767025089606
E01009878,279,6,0.07885304659498207
E01009879,211,1,0.5165876777251185
E01009879,211,2,0.11848341232227488
E01009879,211,3,0.08530805687203792
E01009879,211,4,0.12322274881516587
E01009879,211,6,0.15639810426540285
E01009880,169,1,0.650887573964497
E01009880,169,2,0.13609467455621302
E01009880,169,3,0.08284023668639054
E01009880,169,6,0.1301775147928994
E01009881,335,1,0.48656716417910445
E01009881,335,2,0.11343283582089553
E01009881,335,3,0.06865671641791045
E01009881,335,4,0.10149253731343283
E01009881,335,5,0.07164179104477612
E01009881,335,6,0.1582089552238806
E01009882,210,1,0.7380952380952381
E01009882,210,2,0.09523809523809523
E01009882,210,3,0.08571428571428572
E01009882,210,6,0.08095238095238096
E01009883,248,1,0.45161290322580644
E01009883,248,2,0.14112903225806453
E01009883,248,3,0.11693548387096774
E01009883,248,4,0.0846774193548387
E01009883,248,5,0.04838709677419355
E01009883,248,6,0.15725806451612903
E01009884,228,1,0.5043859649122807
E01009884,228,2,0.10526315789473684
E01009884,228,3,0.07456140350877193
E01009884,228,4,0.08771929824561403
E01009884,228,5,0.06140350877192982
E01009884,228,6,0.16666666666666666
E01009885,332,1,0.45481927710843373
E01009885,332,2,0.0963855421686747
E01009885,332,3,0.07530120481927711
E01009885,332,4,0.08433734939759036
E01009885,332,5,0.06325301204819277
E01009885,332,6,0.22590361445783133
E01009886,351,1,0.49002849002849
E01009886,351,2,0.07977207977207977
E01009886,351,3,0.10541310541310542
E01009886,351,4,0.10541310541310542
E01009886,351,5,0.06552706552706553
E01009886,351,6,0.15384615384615385
E01009887,220,1,0.6227272727272727
E01009887,220,2,0.08636363636363636
E01009887,220,3,0.08181818181818182
E01009887,220,4,0.06818181818181818
E01009887,220,6,0.1409090909090909
E01009888,269,1,0.6133828996282528
E01009888,269,2,0.10408921933085502
E01009888,269,3,0.06691449814126393
E01009888,269,4,0.06691449814126393
E01009888,269,5,0.048327137546468404
E01009888,269,6,0.10037174721189591
E01009889,185,1,0.5891891891891892
E01009889,185,2,0.15135135135135136
E01009889,185,3,0.07027027027027027
E01009889,185,4,0.06486486486486487
E01009889,185,6,0.12432432432432433
E01009890,154,1,0.5844155844155844
E01009890,154,2,0.07792207792207792
E01009890,154,3,0.07792207792207792
E01009890,154,4,0.07142857142857142
E01009890,154,6,0.18831168831168832
E01009891,160,1,0.53125
E01009891,160,2,0.1125
E01009891,160,3,0.09375
E01009891,160,5,0.08125
E01009891,160,6,0.18125
E01009892,150,1,0.6333333333333333
E01009892,150,2,0.12
E01009892,150,4,0.11333333333333333
E01009892,150,6,0.13333333333333333
E01009893,146,1,0.3356164383561644
E01009893,146,2,0.0958904109589041
E01009893,146,3,0.15753424657534246
E01009893,146,4,0.07534246575342465
E01009893,146,5,0.08904109589041095
E01009893,146,6,0.2465753424657534
E01009894,258,1,0.5736434108527132
E01009894,258,2,0.1124031007751938
E01009894,258,3,0.06976744186046512
E01009894,258,4,0.07751937984496124
E01009894,258,5,0.05426356589147287
E01009894,258,6,0.1124031007751938
E01009895,300,1,0.5966666666666667
E01009895,300,2,0.17333333333333334
E01009895,300,3,0.08
E01009895,300,4,0.04
E01009895,300,5,0.03666666666666667
E01009895,300,6,0.07333333333333333
E01009896,371,1,0.6415094339622641
E01009896,371,2,0.1778975741239892
E01009896,371,3,0.07277628032345014
E01009896,371,4,0.07816711590296496
E01009896,371,6,0.029649595687331536
E01009897,445,1,0.6674157303370787
E01009897,445,2,0.18202247191011237
E01009897,445,3,0.04943820224719101
E01009897,445,4,0.04269662921348315
E01009897,445,5,0.024719101123595506
E01009897,445,6,0.033707865168539325
E01009898,411,1,0.6739659367396593
E01009898,411,2,0.145985401459854
E01009898,411,3,0.0535279805352798
E01009898,411,4,0.046228710462287104
E01009898,411,5,0.029197080291970802
E01009898,411,6,0.051094890510948905
E01009899,445,1,0.6741573033707865
E01009899,445,2,0.1393258426966292
E01009899,445,3,0.058426966292134834
E01009899,445,4,0.060674157303370786
E01009899,445,6,0.06741573033707865
E01009900,487,1,0.6447638603696099
E01009900,487,2,0.19096509240246407
E01009900,487,3,0.063655030800821355
E01009900,487,4,0.06570841889117043
E01009900,487,6,0.03490759753593429
E01009901,381,1,0.6377952755905512
E01009901,381,2,0.1837270341207349
E01009901,381,3,0.06036745406824147
E01009901,381,4,0.05774278215223097
E01009901,381,6,0.06036745406824147
E01009902,389,1,0.6401028277634961
E01009902,389,2,0.18766066838046272
E01009902,389,3,0.07197943444730077
E01009902,389,4,0.04113110539845758
E01009902,389,6,0.05912596401028278
E01009903,397,1,0.7657430730478589
E01009903,397,2,0.1561712846347607
E01009903,397,3,0.04030226700251889
E01009903,397,4,0.037783375314861464
E01009904,311,1,0.7041800643086816
E01009904,311,2,0.12861736334405144
E01009904,311,3,0.0707395498392283
E01009904,311,4,0.06109324758842444
E01009904,311,6,0.03536977491961415
E01009905,270,1,0.8185185185185185
E01009905,270,2,0.13703703703703704
E01009905,270,3,0.044444444444444446
E01009906,237,1,0.6582278481012658
E01009906,237,2,0.16033755274261605
E01009906,237,3,0.046413502109704644
E01009906,237,4,0.0759493670886076
E01009906,237,6,0.05907172995780591
E01009907,202,1,0.8267326732673267
E01009907,202,2,0.17326732673267325
E01009908,208,1,0.875
E01009908,208,2,0.125
E01009909,301,1,0.5913621262458472
E01009909,301,2,0.13953488372093023
E01009909,301,3,0.07973421926910298
E01009909,301,4,0.06976744186046512
E01009909,301,5,0.04318936877076412
E01009909,301,6,0.07641196013289037
E01009910,345,1,0.6289855072463768
E01009910,345,2,0.08695652173913043
E01009910,345,3,0.0782608695652174
E01009910,345,4,0.06666666666666667
E01009910,345,5,0.06376811594202898
E01009910,345,6,0.07536231884057971
E01009911,375,1,0.6346666666666667
E01009911,375,2,0.176
E01009911,375,3,0.06933333333333333
E01009911,375,4,0.032
E01009911,375,5,0.032
E01009911,375,6,0.056
E01009912,298,1,0.7449664429530202
E01009912,298,2,0.1644295302013423
E01009912,298,3,0.050335570469798654
E01009912,298,4,0.040268456375838924
E01009913,337,1,0.7062314540059347
E01009913,337,2,0.12462908011869436
E01009913,337,3,0.06824925816023739
E01009913,337,4,0.04747774480712166
E01009913,337,6,0.05341246290801187
E01009914,485,1,0.7463917525773196
E01009914,485,2,0.1360824742268041
E01009914,485,3,0.04329896907216495
E01009914,485,4,0.026804123711340205
E01009914,485,6,0.04742268041237113
E01009915,288,1,0.65625
E01009915,288,2,0.1840277777777778
E01009915,288,3,0.052083333333333336
E01009915,288,4,0.05555555555555555
E01009915,288,6,0.052083333333333336
E01009916,308,1,0.6006493506493507
E01009916,308,2,0.1525974025974026
E01009916,308,3,0.09090909090909091
E01009916,308,4,0.05194805194805195
E01009916,308,6,0.1038961038961039
E01009917,254,1,0.7755905511811023
E01009917,254,2,0.14960629921259844
E01009917,254,3,0.07480314960629922
E01009918,283,1,0.5901060070671378
E01009918,283,2,0.1166077738515901
E01009918,283,3,0.10247349823321555
E01009918,283,4,0.0706713780918728
E01009918,283,5,0.038869257950530034
E01009918,283,6,0.0812720848056537
E01009919,349,1,0.6303724928366762
E01009919,349,2,0.16045845272206305
E01009919,349,3,0.10888252148997135
E01009919,349,4,0.04297994269340974
E01009919,349,6,0.05730659025787966
E01009920,196,1,0.7448979591836735
E01009920,196,2,0.15816326530612246
E01009920,196,3,0.09693877551020408
E01009921,137,1,0.4306569343065693
E01009921,137,2,0.20437956204379562
E01009921,137,3,0.10948905109489052
E01009921,137,4,0.08759124087591241
E01009921,137,6,0.1678832116788321
E01009922,188,1,0.4308510638297872
E01009922,188,2,0.13829787234042554
E01009922,188,3,0.09042553191489362
E01009922,188,4,0.10106382978723404
E01009922,188,5,0.06382978723404255
E01009922,188,6,0.17553191489361702
E01009923,260,1,0.5230769230769231
E01009923,260,2,0.15
E01009923,260,3,0.11923076923076924
E01009923,260,4,0.05
E01009923,260,5,0.05
E01009923,260,6,0.1076923076923077
E01009924,189,1,0.5026455026455027
E01009924,189,2,0.20105820105820105
E01009924,189,3,0.07936507936507936
E01009924,189,4,0.08465608465608465
E01009924,189,5,0.0582010582010582
E01009924,189,6,0.07407407407407407
E01009925,186,1,0.3817204301075269
E01009925,186,2,0.25268817204301075
E01009925,186,3,0.13440860215053763
E01009925,186,4,0.10215053763440861
E01009925,186,6,0.12903225806451613
E01009926,129,1,0.5116279069767442
E01009926,129,2,0.09302325581395349
E01009926,129,3,0.09302325581395349
E01009926,129,5,0.10077519379844961
E01009926,129,6,0.20155038759689922
E01009927,187,1,0.46524064171123
E01009927,187,2,0.15508021390374332
E01009927,187,3,0.10160427807486631
E01009927,187,4,0.058823529411764705
E01009927,187,5,0.058823529411764705
E01009927,187,6,0.16042780748663102
E01009928,150,1,0.47333333333333333
E01009928,150,2,0.15333333333333332
E01009928,150,3,0.1
E01009928,150,4,0.08666666666666667
E01009928,150,6,0.18666666666666668
E01009929,282,1,0.6063829787234043
E01009929,282,2,0.1099290780141844
E01009929,282,3,0.09574468085106383
E01009929,282,4,0.11347517730496454
E01009929,282,6,0.07446808510638298
E01009930,231,1,0.5281385281385281
E01009930,231,2,0.16017316017316016
E01009930,231,3,0.05627705627705628
E01009930,231,4,0.05194805194805195
E01009930,231,5,0.06926406926406926
E01009930,231,6,0.1341991341991342
E01009931,284,1,0.7394366197183099
E01009931,284,2,0.11971830985915492
E01009931,284,3,0.04929577464788732
E01009931,284,4,0.04929577464788732
E01009931,284,6,0.04225352112676056
E01009932,303,1,0.5610561056105611
E01009932,303,2,0.12871287128712872
E01009932,303,3,0.07590759075907591
E01009932,303,4,0.0891089108910891
E01009932,303,5,0.04950495049504951
E01009932,303,6,0.09570957095709572
E01009933,177,1,0.7175141242937854
E01009933,177,2,0.10734463276836158
E01009933,177,3,0.06779661016949153
E01009933,177,6,0.10734463276836158
E01009934,236,1,0.4491525423728814
E01009934,236,2,0.11864406779661017
E01009934,236,3,0.08050847457627118
E01009934,236,4,0.08898305084745763
E01009934,236,5,0.059322033898305086
E01009934,236,6,0.2033898305084746
E01009935,323,1,0.4458204334365325
E01009935,323,2,0.08359133126934984
E01009935,323,3,0.12074303405572756
E01009935,323,4,0.09597523219814241
E01009935,323,5,0.07739938080495357
E01009935,323,6,0.17647058823529413
E01009936,409,1,0.6161369193154034
E01009936,409,2,0.1198044009779951
E01009936,409,3,0.06601466992665037
E01009936,409,4,0.06601466992665037
E01009936,409,5,0.044009779951100246
E01009936,409,6,0.08801955990220049
E01009937,192,1,0.5260416666666666
E01009937,192,2,0.13020833333333334
E01009937,192,3,0.109375
E01009937,192,4,0.109375
E01009937,192,6,0.125
E01009938,281,1,0.5160142348754448
E01009938,281,2,0.10320284697508897
E01009938,281,3,0.08185053380782918
E01009938,281,4,0.09608540925266904
E01009938,281,5,0.0498220640569395
E01009938,281,6,0.15302491103202848
E01009939,269,1,0.6579925650557621
E01009939,269,2,0.13011152416356878
E01009939,269,3,0.06319702602230483
E01009939,269,4,0.05947955390334572
E01009939,269,6,0.08921933085501858
E01009940,233,1,0.48497854077253216
E01009940,233,2,0.12446351931330472
E01009940,233,3,0.07296137339055794
E01009940,233,4,0.1072961373390558
E01009940,233,5,0.05150214592274678
E01009940,233,6,0.15879828326180256
E01009941,260,1,0.6461538461538462
E01009941,260,2,0.08461538461538462
E01009941,260,3,0.06923076923076923
E01009941,260,4,0.05384615384615385
E01009941,260,6,0.14615384615384616
E01009942,249,1,0.4939759036144578
E01009942,249,2,0.1686746987951807
E01009942,249,3,0.07630522088353414
E01009942,249,4,0.07228915662650602
E01009942,249,5,0.060240963855421686
E01009942,249,6,0.1285140562248996
E01009943,192,1,0.53125
E01009943,192,2,0.09375
E01009943,192,3,0.09375
E01009943,192,5,0.08854166666666667
E01009943,192,6,0.19270833333333334
E01009944,219,1,0.4520547945205479
E01009944,219,2,0.1004566210045662
E01009944,219,3,0.0958904109589041
E01009944,219,4,0.0958904109589041
E01009944,219,5,0.0547945205479452
E01009944,219,6,0.2009132420091324
E01009946,340,1,0.42058823529411765
E01009946,340,2,0.1264705882352941
E01009946,340,3,0.10294117647058823
E01009946,340,4,0.061764705882352944
E01009946,340,5,0.07352941176470588
E01009946,340,6,0.21470588235294116
E01009947,297,1,0.4882154882154882
E01009947,297,2,0.15151515151515152
E01009947,297,3,0.06060606060606061
E01009947,297,4,0.06060606060606061
E01009947,297,5,0.06397306397306397
E01009947,297,6,0.1750841750841751
E01009948,363,1,0.5041322314049587
E01009948,363,2,0.17079889807162535
E01009948,363,3,0.09366391184573003
E01009948,363,4,0.07713498622589532
E01009948,363,5,0.0440771349862259
E01009948,363,6,0.11019283746556474
E01009949,331,1,0.5861027190332326
E01009949,331,2,0.13595166163141995
E01009949,331,3,0.07854984894259819
E01009949,331,4,0.054380664652567974
E01009949,331,5,0.03323262839879154
E01009949,331,6,0.11178247734138973
E01009950,349,1,0.42406876790830944
E01009950,349,2,0.18051575931232092
E01009950,349,3,0.10601719197707736
E01009950,349,4,0.054441260744985676
E01009950,349,5,0.06017191977077364
E01009950,349,6,0.17478510028653296
E01009951,214,1,0.4158878504672897
E01009951,214,2,0.102803738317757
E01009951,214,3,0.056074766355140186
E01009951,214,4,0.0794392523364486
E01009951,214,5,0.08411214953271028
E01009951,214,6,0.2616822429906542
E01009952,147,1,0.5986394557823129
E01009952,147,2,0.11564625850340136
E01009952,147,3,0.09523809523809523
E01009952,147,6,0.19047619047619047
E01009953,256,1,0.6328125
E01009953,256,2,0.1171875
E01009953,256,3,0.0703125
E01009953,256,4,0.06640625
E01009953,256,6,0.11328125
E01009954,322,1,0.515527950310559
E01009954,322,2,0.09937888198757763
E01009954,322,3,0.09006211180124224
E01009954,322,4,0.09627329192546584
E01009954,322,5,0.08074534161490683
E01009954,322,6,0.11801242236024845
E01009955,290,1,0.5413793103448276
E01009955,290,2,0.12413793103448276
E01009955,290,3,0.09310344827586207
E01009955,290,4,0.05517241379310345
E01009955,290,5,0.04482758620689655
E01009955,290,6,0.1413793103448276
E01009956,252,1,0.5515873015873016
E01009956,252,2,0.12698412698412698
E01009956,252,3,0.09523809523809523
E01009956,252,4,0.06746031746031746
E01009956,252,5,0.05555555555555555
E01009956,252,6,0.10317460317460317
E01009957,191,1,0.612565445026178
E01009957,191,2,0.1256544502617801
E01009957,191,3,0.08376963350785341
E01009957,191,4,0.08376963350785341
E01009957,191,6,0.09424083769633508
E01009958,284,1,0.7711267605633803
E01009958,284,2,0.07746478873239436
E01009958,284,3,0.045774647887323945
E01009958,284,4,0.0528169014084507
E01009958,284,6,0.0528169014084507
E01009959,271,1,0.7564575645756457
E01009959,271,2,0.12915129151291513
E01009959,271,4,0.05904059040590406
E01009959,271,6,0.055350553505535055
E01009960,253,1,0.4624505928853755
E01009960,253,2,0.05928853754940711
E01009960,253,3,0.07114624505928854
E01009960,253,4,0.08695652173913043
E01009960,253,5,0.07905138339920949
E01009960,253,6,0.24110671936758893
E01009961,283,1,0.5053003533568905
E01009961,283,2,0.1519434628975265
E01009961,283,3,0.0706713780918728
E01009961,283,4,0.09187279151943463
E01009961,283,6,0.18021201413427562
E01009962,165,1,0.4303030303030303
E01009962,165,2,0.09090909090909091
E01009962,165,3,0.08484848484848485
E01009962,165,4,0.12727272727272726
E01009962,165,5,0.07878787878787878
E01009962,165,6,0.18787878787878787
E01009963,153,1,0.5294117647058824
E01009963,153,2,0.10457516339869281
E01009963,153,3,0.08496732026143791
E01009963,153,4,0.10457516339869281
E01009963,153,6,0.17647058823529413
E01009964,167,1,0.41317365269461076
E01009964,167,2,0.12574850299401197
E01009964,167,3,0.11377245508982035
E01009964,167,4,0.09580838323353294
E01009964,167,5,0.08982035928143713
E01009964,167,6,0.16167664670658682
E01009965,89,1,0.5730337078651685
E01009965,89,2,0.1348314606741573
E01009965,89,6,0.29213483146067415
E01009966,150,1,0.48
E01009966,150,2,0.14
E01009966,150,3,0.10666666666666667
E01009966,150,4,0.07333333333333333
E01009966,150,6,0.2
E01009967,271,1,0.5239852398523985
E01009967,271,2,0.0996309963099631
E01009967,271,3,0.07749077490774908
E01009967,271,4,0.055350553505535055
E01009967,271,5,0.055350553505535055
E01009967,271,6,0.1881918819188192
E01009968,346,1,0.5982658959537572
E01009968,346,2,0.16473988439306358
E01009968,346,3,0.05491329479768786
E01009968,346,4,0.05202312138728324
E01009968,346,5,0.04335260115606936
E01009968,346,6,0.08670520231213873
E01009969,194,1,0.4793814432989691
E01009969,194,2,0.05670103092783505
E01009969,194,3,0.08247422680412371
E01009969,194,4,0.08247422680412371
E01009969,194,5,0.09278350515463918
E01009969,194,6,0.20618556701030927
E01009970,290,1,0.4724137931034483
E01009970,290,2,0.13793103448275862
E01009970,290,3,0.10689655172413794
E01009970,290,4,0.08620689655172414
E01009970,290,5,0.07241379310344828
E01009970,290,6,0.12413793103448276
E01009971,221,1,0.49321266968325794
E01009971,221,2,0.11312217194570136
E01009971,221,3,0.09502262443438914
E01009971,221,4,0.07692307692307693
E01009971,221,5,0.08144796380090498
E01009971,221,6,0.14027149321266968
E01009972,428,1,0.4532710280373832
E01009972,428,2,0.15654205607476634
E01009972,428,3,0.13317757009345793
E01009972,428,4,0.08177570093457943
E01009972,428,5,0.04672897196261682
E01009972,428,6,0.12850467289719625
E01009973,217,1,0.35023041474654376
E01009973,217,2,0.1336405529953917
E01009973,217,3,0.09216589861751152
E01009973,217,4,0.07373271889400922
E01009973,217,5,0.07373271889400922
E01009973,217,6,0.2764976958525346
E01009974,347,1,0.49279538904899134
E01009974,347,2,0.1786743515850144
E01009974,347,3,0.1037463976945245
E01009974,347,4,0.07780979827089338
E01009974,347,5,0.05763688760806916
E01009974,347,6,0.0893371757925072
E01009975,366,1,0.5300546448087432
E01009975,366,2,0.16939890710382513
E01009975,366,3,0.08196721311475409
E01009975,366,4,0.0546448087431694
E01009975,366,5,0.0546448087431694
E01009975,366,6,0.1092896174863388
E01009976,231,1,0.5670995670995671
E01009976,231,2,0.12554112554112554
E01009976,231,3,0.09956709956709957
E01009976,231,4,0.06060606060606061
E01009976,231,5,0.047619047619047616
E01009976,231,6,0.09956709956709957
E01009977,206,1,0.4854368932038835
E01009977,206,2,0.08737864077669903
E01009977,206,3,0.06310679611650485
E01009977,206,4,0.0970873786407767
E01009977,206,5,0.09223300970873786
E01009977,206,6,0.17475728155339806
E01009978,293,1,0.5255972696245734
E01009978,293,2,0.11604095563139932
E01009978,293,3,0.09897610921501707
E01009978,293,4,0.09897610921501707
E01009978,293,5,0.04436860068259386
E01009978,293,6,0.11604095563139932
E01009979,275,1,0.44727272727272727
E01009979,275,2,0.09090909090909091
E01009979,275,3,0.08363636363636363
E01009979,275,4,0.09090909090909091
E01009979,275,5,0.10181818181818182
E01009979,275,6,0.18545454545454546
E01009980,171,1,0.4502923976608187
E01009980,171,2,0.11695906432748537
E01009980,171,3,0.08771929824561403
E01009980,171,4,0.0935672514619883
E01009980,171,5,0.08187134502923976
E01009980,171,6,0.1695906432748538
E01009981,290,1,0.46551724137931033
E01009981,290,2,0.09655172413793103
E01009981,290,3,0.08275862068965517
E01009981,290,4,0.08620689655172414
E01009981,290,5,0.07241379310344828
E01009981,290,6,0.19655172413793104
E01009982,145,1,0.5310344827586206
E01009982,145,2,0.08275862068965517
E01009982,145,3,0.09655172413793103
E01009982,145,4,0.0896551724137931
E01009982,145,6,0.2
E01009983,229,1,0.5720524017467249
E01009983,229,2,0.056768558951965066
E01009983,229,3,0.07423580786026202
E01009983,229,4,0.0611353711790393
E01009983,229,5,0.0611353711790393
E01009983,229,6,0.17467248908296942
E01009985,294,1,0.4931972789115646
E01009985,294,2,0.09863945578231292
E01009985,294,3,0.05442176870748299
E01009985,294,4,0.09523809523809523
E01009985,294,5,0.06802721088435375
E01009985,294,6,0.19047619047619047
E01009986,173,1,0.43352601156069365
E01009986,173,2,0.09826589595375723
E01009986,173,3,0.08092485549132948
E01009986,173,4,0.09826589595375723
E01009986,173,5,0.06936416184971098
E01009986,173,6,0.21965317919075145
E01009987,156,1,0.46153846153846156
E01009987,156,2,0.12179487179487179
E01009987,156,3,0.07692307692307693
E01009987,156,4,0.10256410256410256
E01009987,156,6,0.23717948717948717
E01009988,293,1,0.4197952218430034
E01009988,293,2,0.14675767918088736
E01009988,293,3,0.10238907849829351
E01009988,293,4,0.10238907849829351
E01009988,293,5,0.06143344709897611
E01009988,293,6,0.16723549488054607
E01009989,265,1,0.4226415094339623
E01009989,265,2,0.09433962264150944
E01009989,265,3,0.07924528301886792
E01009989,265,4,0.09811320754716982
E01009989,265,5,0.09056603773584905
E01009989,265,6,0.21509433962264152
E01009991,239,1,0.4686192468619247
E01009991,239,2,0.09623430962343096
E01009991,239,3,0.07531380753138076
