filename,variable,type,num_values,num_unique_values,num_nulls,proportion_nulls,min_length,max_length,min,max,mean,median,stddev
accessibility_data_tue_incl_change,2014-01-07_2015-01-13_perc_change,Numeric,95099,82904,0,0,,,-89.35837246,392.1686747,0.589605601,0,9.559347841118601
accessibility_data_tue_incl_change,2014-04-15_2015-04-21_perc_change,Numeric,95099,82575,0,0,,,-89.40759572,392.1686747,-5.966171305,-1.878200418,12.65281110452281
accessibility_data_tue_incl_change,2014-07-08_2015-07-07_perc_change,Numeric,95099,81822,0,0,,,-89.35837246,392.1686747,-0.573003049,0,8.843382751251537
accessibility_data_tue_incl_change,2014-10-07_2015-10-06_perc_change,Numeric,95099,93152,0,0,,,-89.35837246,330,-1.647238706,-1.371095693,8.825622172578736
accessibility_data_tue_incl_change,2015-01-13_2016-01-19_perc_change,Numeric,95099,82511,0,0,,,-84.77979627,951.7857143,-0.034364985,0,10.312521350402623
accessibility_data_tue_incl_change,2015-04-21_2016-04-12_perc_change,Numeric,95099,82060,0,0,,,-84.66526463,951.7857143,0.5426928673657753,0,10.031922222142532
accessibility_data_tue_incl_change,2015-07-07_2016-07-19_perc_change,Numeric,95099,82199,0,0,,,-84.66526463,951.7857143,0.8321056591613692,0,9.931596455
accessibility_data_tue_incl_change,2015-10-06_2016-10-11_perc_change,Numeric,95099,80541,0,0,,,-84.68271335,951.7857143,1.4878540587157605,0.105450055,10.017467099127915
elegible_pop_wm_forecast,AREA_CODE,String,182,7,0,0,9,9,E08000025,E08000031,,,
elegible_pop_wm_forecast,year,Numeric,182,26,0,0,,,2016,2041,2028.5,2028.5,7.520689694480353
elegible_pop_wm_forecast,count,Numeric,182,182,0,0,,,42124.21,180546.15,69378.83578021979,52957.0175,38450.44000871873
eligible_pop_wm,lsoa11cd,String,15120,1680,0,0,9,9,E01008881,E01033650,,,
eligible_pop_wm,measure,Numeric,15120,9,0,0,,,2008,2016,2012,2012,2.5820742849378604
eligible_pop_wm,value,Numeric,15120,1141,0,0,,,6,737,314.4880621693122,310,110.66470396875629
lsoaclusterpropslong,lsoa11cd,String,8350,1672,0,0,9,9,E01008881,E01033650,,,
lsoaclusterpropslong,n_tot,Numeric,8350,405,0,0,,,12,557,239.27904191616767,232,87.78148934
lsoaclusterpropslong,cluster,Numeric,8350,6,0,0,,,1,6,3.323113772,3,1.7628687408252686
lsoaclusterpropslong,cluster_prop,Numeric,8350,5111,0,0,,,0.019748653500897665,1,0.20023952095808384,0.11504424778761062,0.19266643958522364
mp_lsoa_avl_10_or_more_81_percent,year,Numeric,127000,2,0,0,,,2015,2016,2015.6048188976379,2016,0.48889148152215955
mp_lsoa_avl_10_or_more_81_percent,month,Numeric,127000,12,0,0,,,1,12,6.557480315,7,3.4228736255395873
mp_lsoa_avl_10_or_more_81_percent,orig,String,127000,1350,0,0,9,9,E01008881,E01033650,,,
mp_lsoa_avl_10_or_more_81_percent,dest,String,127000,1222,0,0,9,9,E01008881,E01033650,,,
mp_lsoa_avl_10_or_more_81_percent,count,Numeric,127000,810,0,0,,,10,2135,47.143322834645666,23,75.65256112
